,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
Ugy7S6oOYmGYRhQAIgd4AaABAg,Terrence,1 month ago,1512433190431,So... Can you guys do thanks gaming this year. Which reminds me there's black Friday sales and black Friday is next week so get ready for Black Friday and perpared for knife because remembered last Black Friday. So yeah get ready for it this time.,0,false,0,,,,,,,/Positive/Relief/,Positive,0.442,Relief,0.282
UgxWsHZRI15vdCtyL5V4AaABAg,Niceforo Roque,1 month ago,1512433190434,Why is theres Halloween stuff still,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.488,Surprise,0.775
UgxSu6gpBDIJyuef6e94AaABAg,Juan Rangel,1 month ago,1512433190437,Whats up my madness man 😉,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.432,Surprise,0.92
UgzZYGBg9asPLguJUCR4AaABAg,PiRaiKaChu,1 month ago,1512433190439,"Lies, it’s not Shocktober",0,false,0,,,,,,,/Negative/Boredom/,Negative,0.403,Boredom,0.234
UgxiTD87LNpcm86jKVR4AaABAg,Ethyn Seaborn,1 month ago,1512433190442,Spoopy pilgrim reaper haven some potato crisps,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.349,Empty tweets / Garbage / No sentiments,0.717
UgyoevOynhDAHHpUtHp4AaABAg,Hunter's World Gaming,1 month ago,1512433190446,Will this monster defeat Super Saiyan Trunks?,0,false,0,,,,,,,/Negative/Hate/,Negative,0.398,Hate,0.26
UgzUjiFIDjlF9hWVljZ4AaABAg,FelioRCH / / RobloxCoolHacks,1 month ago,1512433190448,"How about this idea 
Sans the GelaTIN",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.424,Surprise,0.501
UgzeRuBMdFy0A20NlxN4AaABAg,Terrence,1 month ago,1512433190451,Shocktober is over. Now it's time to do thanks giving,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.364,Empty tweets / Garbage / No sentiments,0.558
UgwbiSp0iSNuplduGcZ4AaABAg,Jisoo BlackPink,1 month ago,1512433190454,I am imaging how Orange should make the purge With pear,1,true,1,,,,,,,/Positive/Enthusiasm/,Positive,0.451,Enthusiasm,0.239
,,,,,,,,UgwbiSp0iSNuplduGcZ4AaABAg.8_4g3dGQA5s8_4g6MbYbnX,Stephanie Moore,1 month ago,1512433190884,Monquie Cabrera lol btw can u plz sub me i subbed u,1,/Positive/Fun/,Positive,0.395,Fun,0.321
UgwBnhNln6-nf1u6kLN4AaABAg,Stephanie Moore,1 month ago,1512433190458,Who's here before 999 likes?,4,true,2,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.395,Empty tweets / Garbage / No sentiments,0.612
,,,,,,,,UgwBnhNln6-nf1u6kLN4AaABAg.8_4g37O90PR8_4hmHYGgLZ,Alexis Aguilar,1 month ago,1512433190870,Stephanie Moore me,0,/Neutral/Surprise/,Neutral,0.484,Surprise,0.532
,,,,,,,,UgwBnhNln6-nf1u6kLN4AaABAg.8_4g37O90PR8_9R9kIIV3G,Adrian Aguilar-Moore,1 month ago,1512433190872,Me!!!!!!!!😁,0,/Negative/Anger/,Negative,0.416,Anger,0.327
UgwdoecyVY4vLV4aGwB4AaABAg,Taylor The Amazon Princess,1 month ago,1512433190462,Is it Shocktober or is the....THE FIRST DAY OF PRANKSGIVING??!! 😱,0,false,0,,,,,,,/Negative/Worry/,Negative,0.374,Worry,0.274
UgyXx1cMhoFbsj2qz-Z4AaABAg,Chip Gearings,1 month ago,1512433190464,Plumpkin Pie,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.44,Empty tweets / Garbage / No sentiments,0.523
Ugy8fKRT3N9julhCCcd4AaABAg,abimbola ayodele olufemi adebayo,1 month ago,1512433190496,I'm British so I don't celebrate Thanksgiving. But happy thanksgiving America! :),2,false,0,,,,,,,/Positive/Love/,Positive,0.46,Love,0.266
Ugzzp03WH79XBGFh4N14AaABAg,Gabriel Soares,1 month ago,1512433190500,Plis annoying orange Maker premonifrution,1,true,1,,,,,,,/Negative/Boredom/,Negative,0.415,Boredom,0.234
,,,,,,,,Ugzzp03WH79XBGFh4N14AaABAg.8_4fUD9fmYY8_5r5k_lT8Q,slitherwąż,1 month ago,1512433190859,Baran,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
Ugy3QuDqGTWEPZID9LR4AaABAg,Cheryl Lucas,1 month ago,1512433190506,hey orange! can I be in ask orange if u read this? if so question: can you grow arms and legs blow up every thing then do the can can?,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.434,Empty tweets / Garbage / No sentiments,0.575
Ugxmd3CEE-NMd-YTYZV4AaABAg,[MFS] MarineOP69,1 month ago,1512433190511,WOW,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.464,Surprise,0.99
Ugzvas3-skmB6TSJQkJ4AaABAg,Travis De La Fuente,1 month ago,1512433190515,Thanksgiving's almost here!,2,true,1,,,,,,,/Neutral/Surprise/,Neutral,0.456,Surprise,0.533
,,,,,,,,Ugzvas3-skmB6TSJQkJ4AaABAg.8_4fD_5LGgn8_86kUCkEgu,Applesareyum,1 month ago,1512433190879,yayy! subscribe for a subscribe? :),0,/Positive/Fun/,Positive,0.374,Fun,0.223
UgzqUrjZPICe-Rkgqzx4AaABAg,abimbola ayodele olufemi adebayo,1 month ago,1512433190520,There's no point of worrying about Orange dying cos he's the main character.,2,false,0,,,,,,,/Negative/Worry/,Negative,0.589,Worry,0.31
UgxvoqZhT3fPjj4qDK54AaABAg,yedo merino,1 month ago,1512433190525,HAHAHAHAHA IT WAS A ANGEL FOODCAKE!!!!!!!!!!!!,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.443,Happiness,0.366
UgzWU1rquKiWp8XxvgR4AaABAg,Lupita Morales,1 month ago,1512433191538,Pecan pie,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.451,Empty tweets / Garbage / No sentiments,0.523
UgwcKygZF4PUUHMmJnt4AaABAg,Steven James D'Addieco Valorous,1 month ago,1512433191541,Sausage Stuffing.,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.433,Empty tweets / Garbage / No sentiments,0.537
Ugz4MbQmtK2vvexp5Zx4AaABAg,Daniel Georgiev,1 month ago,1512433191544,Love for you orange.,0,false,0,,,,,,,/Positive/Love/,Positive,0.752,Love,0.601
Ugw54HieQ_QkIy6idad4AaABAg,starkiller,1 month ago,1512433191546,My favorite thanksgiving food is ham,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.435,Happiness,0.364
UgyNQVOcueqzu_uIOpV4AaABAg,Rexthezilla98,1 month ago,1512433191549,Stuffing is my favorite food,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.399,Happiness,0.303
UgzLjNLVpKlFEUi9qj54AaABAg,KILLER,1 month ago,1512433191552,do the teletubbies theme from the beginning,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.53,Empty tweets / Garbage / No sentiments,0.697
Ugx8WP00j4CCrl6lonl4AaABAg,Dylan Tedford,1 month ago,1512433191555,my thanksgiving food is definitely with out a doubt TURKEY,0,false,0,,,,,,,/Negative/Anger/,Negative,0.406,Anger,0.243
UgwRgCEmeNE0LYJTbHN4AaABAg,Matteo Valdez,1 month ago,1512433191558,My favorite  thanksgiving  food  is  mac and  cheese,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.438,Happiness,0.314
Ugx5HhpCEZDuRZiJ4TV4AaABAg,Jack Henningsen,1 month ago,1512433191561,BOO! Hahahahahaha!,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.497,Empty tweets / Garbage / No sentiments,0.577
UgzZfGjLWtJdhX2-Vtd4AaABAg,Kenny Garcia-Ruiz,1 month ago,1512433191563,Rap about passion fruit 😍😘😊☺️😑😓🙁😻😺🎃😹👏☹️😄💍👨‍👩‍👧‍👦🍊💨🍐🏄‍♀️🏄🚴🚴‍♀️🚵🚵‍♀️⛹️⛹️‍♀️🏋️🏋️‍♀️✈️🗾❤️💗💓💞💝🙏👄👰🎇,2,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.442,Empty tweets / Garbage / No sentiments,0.603
Ugx0sq2EjUusy3bVLot4AaABAg,Matteo Valdez,1 month ago,1512433191566,Up,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.422,Surprise,0.71
Ugw_59A417zBiz_-bUZ4AaABAg,Matteo Valdez,1 month ago,1512433191569,Keep  it,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.449,Surprise,0.618
UgwvlLa_yn46wCVYG0J4AaABAg,Nancy Mitchell,1 month ago,1512433191572,Pin this now or I will blend you,0,false,0,,,,,,,/Negative/Worry/,Negative,0.396,Worry,0.273
UgzwdOp8O-OvnsxyuKd4AaABAg,Kelly Strange,1 month ago,1512433191575,It’s my birthday tormorow,0,false,0,,,,,,,/Positive/Relief/,Positive,0.465,Relief,0.26
Ugy9R446CQunwvVxEFN4AaABAg,imran soofi,1 month ago,1512433191577,Whoa.that was a REAPING episode,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.371,Sadness,0.228
UgwPUpMaq0Jsq5Uih1x4AaABAg,Kendall Masters,1 month ago,1512433191580,Mashed potatoes,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.408,Empty tweets / Garbage / No sentiments,0.658
UgzfBdRYb85HkN5Z0C54AaABAg,TK 1703,1 month ago,1512433191583,I like the part where orange gave the grim pilgrim reaper Jason Voorhees mask,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.435,Surprise,0.689
UgxkCObqdTBq7edUjYJ4AaABAg,KILLER KLOWN,1 month ago,1512433191586,I this like evrivone komm yeaa betchets,0,false,0,,,,,,,/Negative/Hate/,Negative,0.399,Hate,0.292
UgxYovuKgranb9U5-u94AaABAg,New3DSLUIGI364,1 month ago,1512433191589,my favorite Thanksgiving day food is TURKEY!!!!!!!!!!!!!!!!,1,false,0,,,,,,,/Positive/Happiness/,Positive,0.5,Happiness,0.384
UgwKu5Za62NARWI75lV4AaABAg,DarkAngel Wolf,1 month ago,1512433191591,Yay Grim Reaper my friends love the Grim Reaper so do iiiii,0,false,0,,,,,,,/Positive/Love/,Positive,0.587,Love,0.521
Ugwuh-gdwMw-r-ov-fl4AaABAg,CJ Resotko,1 month ago,1512433192162,#SHOCKSGIVING,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.365,Sadness,0.233
UgwkPc43wliHHqos7Zd4AaABAg,Twisted Withered Golden Freddy,1 month ago,1512433192165,SPOOPY SCAWY D:,0,false,0,,,,,,,/Negative/Boredom/,Negative,0.485,Boredom,0.31
UgztCDOLF5mtgnr2mSN4AaABAg,New3DSLUIGI364,1 month ago,1512433192167,7.8 TOO MUCH BLOOD!!!!,3,false,0,,,,,,,/Negative/Boredom/,Negative,0.358,Boredom,0.211
Ugxtv9xekr5p1uANXV94AaABAg,Porbeagle  Master,1 month ago,1512433192170,"My favorite Thanksgiving food is rolls
mmm...yummy",0,false,0,,,,,,,/Negative/Anger/,Negative,0.402,Anger,0.292
Ugy_i3Er3Hb0lwRbbEV4AaABAg,scott x99,1 month ago,1512433192172,Do you have a cow,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.602,Empty tweets / Garbage / No sentiments,0.527
Ugy6Qizs7mRNaOHdiIZ4AaABAg,scott x99,1 month ago,1512433192178,I know marshmallow is a boy because I asked his dad,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.541,Empty tweets / Garbage / No sentiments,0.561
UgzrpPBM8aCbodmsOox4AaABAg,juana melendez,1 month ago,1512433192181,Pear deliver orange to me i know what to do with him ...............give him T.N.T,0,false,0,,,,,,,/Negative/Worry/,Negative,0.563,Worry,0.278
UgxagBKpX5bV4b4GQ394AaABAg,cindy VANOVER,1 month ago,1512433192183,Like all people Wii have Turkey,0,false,0,,,,,,,/Positive/Love/,Positive,0.363,Love,0.25
UgxUzLWtYkIC5Q5Akc14AaABAg,Tameablewolf,1 month ago,1512433192187,Whens Thanksgiving?,2,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.436,Surprise,0.55
UgydRsSuNA_YBWSyQXB4AaABAg,Pac-Man Entertainment,1 month ago,1512433192191,How2 celebrate Thanksgiving,0,false,0,,,,,,,/Positive/Relief/,Positive,0.572,Relief,0.26
UgwNcPyttJqNam_Plmx4AaABAg,nerfshot11,1 month ago,1512433192194,HIIIII🍊🍊,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.835,Empty tweets / Garbage / No sentiments,0.625
UgxPGrOli8ZUELZW7GB4AaABAg,Mohammed Mowla,1 month ago,1512433192196,My favorite thanks giving food is TURKEY!,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.514,Happiness,0.317
UgyBYRMce2_ihJnOq4h4AaABAg,noob rulez,1 month ago,1512433192199,",my fav meal is mac and cheese",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.464,Surprise,0.586
Ugws68TaCCbxLBqi5zh4AaABAg,optimus prime and shockwave fanatic 2007,1 month ago,1512433192202,Mashed potatoes,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.408,Empty tweets / Garbage / No sentiments,0.658
UgyyUdh38mY7ZCAWcft4AaABAg,ANTHONY HARPER,1 month ago,1512433192205,Turkey,2,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.429,Empty tweets / Garbage / No sentiments,0.527
Ugx7U2F96Np7HZ9leUp4AaABAg,homie Kirby the kirby,1 month ago,1512433192207,Pilgrim reaper in:pilgrim’s death fate,1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.391,Surprise,0.529
UgzhJscu47PybqV5HR14AaABAg,therobloxians gamers,1 month ago,1512433192211,The most dangerous day is my sisters birthday,0,false,0,,,,,,,/Negative/Hate/,Negative,0.376,Hate,0.224
Ugwp_w5hCVGIpX82JMh4AaABAg,JONNY. x Jensen,1 month ago,1512433192235,Our favorite Thanksgiving food Angus and Jonny is mashed potatoes and turkey and ham for me,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.395,Happiness,0.253
UgxRdYw2fYC5HXNQjbJ4AaABAg,Harold Benjamin,1 month ago,1512433192237,Oh slice'n dice!,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.406,Surprise,0.697
UgzATvBmpeo4enfHf294AaABAg,Jaylen Scott,1 month ago,1512433192240,Pumpkin Pie,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.44,Empty tweets / Garbage / No sentiments,0.514
UgyCRa031wam5lONeUx4AaABAg,Miha Šafranko,1 month ago,1512433193131,What are you alergic to orange ?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.619,Surprise,0.72
UgyHgM3zsfWNYjCsRS54AaABAg,camryn mcintosh,1 month ago,1512433193134,Hey its not shocktober!,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.366,Empty tweets / Garbage / No sentiments,0.51
UgzHo79xGWORvWo6vcl4AaABAg,leneatha,1 month ago,1512433193138,Make another ask orange and my friend ate pear,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.388,Empty tweets / Garbage / No sentiments,0.642
Ugw7j_hcKC2COs76pLt4AaABAg,Adolf Hitler,1 month ago,1512433193140,Can i be on the next ask orange??,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.484,Surprise,0.519
Ugwmlr-Q_aKzBed8i9J4AaABAg,Billy Tacobinks,1 month ago,1512433193143,Yesterday was my birthday 🎂 orange :D,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.456,Happiness,0.245
UgxsKhT71gV0m0wbxL54AaABAg,Billy Tacobinks,1 month ago,1512433193147,Cranberry sauce is the best,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.602,Happiness,0.246
UgyjfdurnNx0-x1O7Hl4AaABAg,Emmett bat man Devlino,1 month ago,1512433193150,OMG Its poo day oh no POO ahhhhhhhh run,0,false,0,,,,,,,/Negative/Worry/,Negative,0.666,Worry,0.254
UgyZPKEGLJjprfgZEut4AaABAg,Special Agent A,1 month ago,1512433193153,Make an IT parade pleeaase it would be so funny,7,false,0,,,,,,,/Positive/Fun/,Positive,0.478,Fun,0.365
UgwtyzNvc6c0e-2Qdj54AaABAg,Jaden Hernandez,1 month ago,1512433193155,I call him....the HAT MAN,0,false,0,,,,,,,/Negative/Worry/,Negative,0.436,Worry,0.235
UgwCPPaJEED7NZcIHz14AaABAg,Marisa Hamel,1 month ago,1512433193159,Cranberry sauce,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.45,Surprise,0.567
UgxY-EP-YV_XhUvc5HN4AaABAg,Thomas Collette,1 month ago,1512433193162,This video is a pice of 🍰😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆,3,false,0,,,,,,,/Negative/Hate/,Negative,0.43,Hate,0.23
UgzH5dfGLD0AgDFg7LB4AaABAg,Fred Mercado,1 month ago,1512433193164,I suprised we dint here the usual AO death music or the suspense music when someones about to be killed,0,false,0,,,,,,,/Negative/Hate/,Negative,0.356,Hate,0.256
UgyxBbtBPCAaLPMXEaV4AaABAg,Eirik Paulsen,1 month ago,1512433193167,sick episode orange,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.7,Sadness,0.22
UgylohMJ_YTkXIu7HvZ4AaABAg,Marisa Hamel,1 month ago,1512433193171,Lol,0,false,0,,,,,,,/Positive/Fun/,Positive,0.823,Fun,0.559
UgzxE-J0y1BJyFxFOzB4AaABAg,juana melendez,1 month ago,1512433193174,I ate an apple :Г,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.451,Surprise,0.625
Ugz5N_lKlZTxuqYlebZ4AaABAg,juana melendez,1 month ago,1512433193176,🍎🍐,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgzXdycxjsu6Awd9Wv94AaABAg,Juan Novoa,1 month ago,1512433193180,Noooo you can't kill evil orange oooooooorrrrrraaaaaaannnnnnnnnnnnnggggggggggggeeeeeeeeeeeeeee nnnnnnnnnnoooooooooooooooooooooooo😥😥😥😢😵😵😵😵😵😵😵😵😵😵😭😭😭😭😭😭😭😭😭😭😭🙅,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.737,Sadness,0.253
UgxMrf1xgrF51CR8VXx4AaABAg,juana melendez,1 month ago,1512433193184,Say hi kevin or pear will grow if you do say it pear will grow smaller than midget apple,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.443,Empty tweets / Garbage / No sentiments,0.641
UgwL2nSY0PPoK_UXaNp4AaABAg,Andrew Haase,1 month ago,1512433193188,Can you use grapefruit as a disco ball?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.448,Surprise,0.629
UgwRhq8LGF1F5Ij7NY94AaABAg,Tmnt 2015,1 month ago,1512433193191,Chocolate pie,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.413,Surprise,0.625
Ugxuclt0xVnfANMnzop4AaABAg,Internet Traveler,1 month ago,1512433193940,DID YOU KNOW THAT CASHEWS COME FROM THE FRUIT,1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.548,Surprise,0.827
UgykoKqeLtOqE4P71Xh4AaABAg,Andrew Haase,1 month ago,1512433193956,Can you stick your tongue up pear's butt?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.386,Surprise,0.559
UgxRS1Ld_ZCwTdwSqGp4AaABAg,vetwife97,1 month ago,1512433193960,Real pilgrims aren't scary!,0,false,0,,,,,,,/Negative/Worry/,Negative,0.517,Worry,0.264
UgxS6S7LdY5vOqQ9nfp4AaABAg,Andrew Haase,1 month ago,1512433193964,What are you eating?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.553,Surprise,0.655
UgxMDYrcxZa0gpI1M-t4AaABAg,vetwife97,1 month ago,1512433193967,I love turkey. It's delicious.🦃,0,false,0,,,,,,,/Positive/Love/,Positive,0.657,Love,0.681
UgyeZPzXltXr9UvPunV4AaABAg,Andrew Haase,1 month ago,1512433193971,Kazoo pinwheel!,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgwDcAApV6MRzjA24VJ4AaABAg,King Blasty,1 month ago,1512433193975,pumpkin pie,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.44,Empty tweets / Garbage / No sentiments,0.514
UgzKu2_uUG2NUOp7fe94AaABAg,Andrew Haase,1 month ago,1512433193978,Can we zest your skin?,0,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.5,Enthusiasm,0.235
UgzzOmDTqxljKnvLFfZ4AaABAg,Andrew Haase,1 month ago,1512433193981,"Say my name (an-droo hoss-ee) or you will burst into a fit of uncontrollable laughter so loud and hysterical, the planet will crack!",0,false,0,,,,,,,/Positive/Fun/,Positive,0.36,Fun,0.232
UgwzoczImejsDNffKC54AaABAg,Vanda Pereira,1 month ago,1512433193984,20:15.,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
Ugwl19sfVqas4xEnnqZ4AaABAg,Andrew Haase,1 month ago,1512433193987,Can you squash squash with another squash?,0,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.421,Enthusiasm,0.273
Ugy0qnzNMrl4Yt70F6J4AaABAg,Andrew Haase,1 month ago,1512433193991,Do you have a gold tooth?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.585,Surprise,0.526
UgzSuSOulNouZeazoRt4AaABAg,Andrew Haase,1 month ago,1512433193994,"🍊💨🍐x10,000",0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgzqjJTwq41g7GUJhix4AaABAg,Andrew Haase,1 month ago,1512433193996,Can you dip marshmallow in melted chocolate?,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.483,Happiness,0.252
Ugw3kOff5tYKKRXbdjZ4AaABAg,Zack Craft021,1 month ago,1512433193999,Shocktober  + thanksgiving =this,0,false,0,,,,,,,/Negative/Hate/,Negative,0.489,Hate,0.297
UgzmrTtcbCVDVw5zCPJ4AaABAg,It’s Holly Time,1 month ago,1512433194014,Hi,0,true,1,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.835,Empty tweets / Garbage / No sentiments,0.625
,,,,,,,,UgzmrTtcbCVDVw5zCPJ4AaABAg.8_4V_y5H9c68_4VcZFYCzF,It’s Holly Time,1 month ago,1512433194445,It’s me,0,/Negative/Anger/,Negative,0.381,Anger,0.223
Ugy84Q7Y2BxN_NKBtF54AaABAg,Belle Holland,1 month ago,1512433194026,Waaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.443,Surprise,0.701
UgzIlUclvv0MyOtI5zR4AaABAg,Greattin nickjoip,1 month ago,1512433194035,Wubba dub dub,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.616
Ugzl6sIM0MVh4pLzmTp4AaABAg,Jay J.,1 month ago,1512433194048,Maybe you could have Plumpkin return for a plumpkin pie episode,0,false,0,,,,,,,/Negative/Worry/,Negative,0.415,Worry,0.258
Ugyd60AxBE-qEi-_TIB4AaABAg,Sorreltail From Thunderclan,1 month ago,1512433194051,annoying orange say hi Keira and Jaron!! Love u!❤❤,0,false,0,,,,,,,/Positive/Love/,Positive,0.424,Love,0.461
UgxtuqQr-ucGdnUKH2B4AaABAg,MGBJ,1 month ago,1512433195248,How2 blow up TNT,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.381,Empty tweets / Garbage / No sentiments,0.575
Ugz8NxmrT9qbVzaDhud4AaABAg,SophiePlaysToday,1 month ago,1512433195253,mine is turkey and salad :P,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.414,Empty tweets / Garbage / No sentiments,0.634
Ugz8NYuZtu4hW-QCIDd4AaABAg,ICY01100,1 month ago,1512433195258,Plz do a game Video on Roblox,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.462,Empty tweets / Garbage / No sentiments,0.791
Ugx1PQkiL1OFNGiuhPR4AaABAg,Andrew Haase,1 month ago,1512433195261,Passion is under the mistletoe with you orange. You know what happens next. 😘,0,false,0,,,,,,,/Negative/Worry/,Negative,0.484,Worry,0.271
Ugykz7blFEzdrsPER8x4AaABAg,Andrew Haase,1 month ago,1512433195265,Pear ate Passion Fruit,0,true,1,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.438,Empty tweets / Garbage / No sentiments,0.632
,,,,,,,,Ugykz7blFEzdrsPER8x4AaABAg.8_4UfuDONhi8_4UiZtmddZ,Andrew Haase,1 month ago,1512433195727,"Just kidding, she's under there.",0,/Positive/Happiness/,Positive,0.399,Happiness,0.254
UgyqlKfOypD-DrRg4zB4AaABAg,TaNiya Philpart,1 month ago,1512433195270,Do ask orange,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.684,Empty tweets / Garbage / No sentiments,0.846
Ugz_MLjWqEJ5JA7cCs94AaABAg,Theresa,1 month ago,1512433195274,My favorite thanksgiving food is stuffing,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.419,Happiness,0.319
Ugx9D5aEehc-z1-APwp4AaABAg,Mikhail Kalinin,1 month ago,1512433195277,Is potato the voice of gaming grape,1,false,0,,,,,,,/Positive/Fun/,Positive,0.353,Fun,0.252
UgxnwbAmTXd30wx-HJt4AaABAg,Andrew Haase,1 month ago,1512433195280,Will you eat midget apple?,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.423,Happiness,0.322
Ugz30NJOeauqcrgAGTt4AaABAg,KatyPerry4life,1 month ago,1512433195283,Hahahaha that Orange lady is funny,0,false,0,,,,,,,/Positive/Fun/,Positive,0.482,Fun,0.313
UgzSAUNTDWLtHugRYNx4AaABAg,TheRookies5,1 month ago,1512433195286,"A reaper on thanksgiving because they're just potatoes, turkey, ham, etc.
Okay, what does that reaper guy want?",0,false,0,,,,,,,/Negative/Hate/,Negative,0.403,Hate,0.22
UgyM3b5eC6uN6pHMwlZ4AaABAg,Saharoyal 100,1 month ago,1512433195289,I am the one,0,false,0,,,,,,,/Negative/Worry/,Negative,0.384,Worry,0.231
Ugy4nZrQYDA8lf_Ubit4AaABAg,Andrew Haase,1 month ago,1512433195292,Santa claus or panda claws?,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.36,Empty tweets / Garbage / No sentiments,0.57
UgwICWu1qNW5Nqfbtdx4AaABAg,JACOB CONNOR,1 month ago,1512433195295,Lol,0,false,0,,,,,,,/Positive/Fun/,Positive,0.823,Fun,0.559
