,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
UgyaKow9m_40QOTxnP14AaABAg,Michael Tilrico,3 weeks ago,1511378958610,to bad keurig stock is to rich for me.....I would buy...  all those coffee makers being smashed gotta be replaced.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.522,Worry,0.255
UgzRA1VPWhrRYd13hDF4AaABAg,max 1,3 weeks ago,1511378958620,keep spinning your false narrative tyt sure is funny how every liberal in Hollywood condones underage sex to the point where they actually facilitate it.,0,false,0,,,,,,,/Positive/Fun/,Positive,0.463,Fun,0.315
UgzNweugpAHHOuSv4zx4AaABAg,Julio Brian,3 weeks ago,1511378958635,"Bill Cosby: Women accuses him 40 years later, Still relevant.

Roy Moore: Women Accuses him 40 Years later. Let it go. That was so long ago...


Justice.",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.505,Surprise,0.62
Ugx6nWOiHLgF1ULxebt4AaABAg,bill,3 weeks ago,1511378958643,I would encourage people who stands on hannity side to spend thousands  buying those coffee machines then destroy them. This way it will teach the company a lesson. Lol,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.4,Empty tweets / Garbage / No sentiments,0.515
UgyIT7Xfo98SeNGmpLN4AaABAg,TheEuphony69,3 weeks ago,1511378958652,That woman Katie Hopkins loves married men. She dated and married two men while they were married to previous spouse and sean hannity uses her on his show to trash talk the rape victims. What a classact,0,false,0,,,,,,,/Positive/Love/,Positive,0.421,Love,0.325
UgwnA1Sl4HoIN5eXDfN4AaABAg,Turey Taino,3 weeks ago,1511378958658,"Hannity quoting the Ten Commandments when he made a career out of lying for money, it's hilarious.",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.442,Surprise,0.652
Ugzs85CYoPPvfJOcPgB4AaABAg,Obi Wan Kenobi,3 weeks ago,1511378958663,"""commament""",0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgwucUSos4WHhB3-V1N4AaABAg,D’meach da peach,3 weeks ago,1511378958667,when sean hannity said so people will lie to make money??? as if thats not what he does on a daily basis,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.413,Surprise,0.913
UgzRKbQ2YzXrDcSefXV4AaABAg,911LookuptheLavonAffair,3 weeks ago,1511378958674,There's no actual evidence that I've seen that Moore did any of this.  And I don't personally think it's immoral for a 32 year old to be in an intimate relationship with a 16 year old anyway.,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.386,Surprise,0.923
UgwFJiCMD_ymYsiWIBB4AaABAg,Thom Tate,3 weeks ago,1511378959620,"All of you people saying how stupid conservatives are for smashing these machines. You laugh and call them idiots because the company already has their money. Well guess what, you're just showing how completely stupid and uneducated you are. Let me give you a brief lesson in economics and a little thing called ""recurring revenue"".  Kind of like Printer companies selling printers for $100 and then selling the $2 cable for $29 and the .25 ink for $100 for a 4 pack. Keurig does the same thing. They don't make Jack Shit on the coffee machine. They make 20, 50, 100 times more per person on the stupid coffee. Keurig has a ""COPYRIGHT"" on those k-cups and regardless of whose coffee is inside it; Starbucks, Folgers, Dunkin Donuts, whoever.....  Keurig gets $$$$ for each and every one of those sold. If 10,000 conservatives smash their machines and never drink another Keurig cup of coffee again, based on the average amount of coffee an adult drinks per day, that's over 11.6 MILLION k-cups per year. Now that number of conservatives no longer drinking that coffee will grow over time and after several years, you're looking at lost revenue on nearly 50 million K-cups. If you don't think that doesn't effect their bottom line, then you're even dumber that you make yourself out to be.",0,false,0,,,,,,,/Negative/Anger/,Negative,0.548,Anger,0.277
Ugxqk4iPBhu23--dXsl4AaABAg,Jake Colbert,3 weeks ago,1511378959626,I'm confused... they bought coffee machines from keurig and destroyed them?  Ummmm how does that hurt Keurig?  They made money off the deal. I'm pretty sure Keurig is more interested in the money than they are their already purchased and shipped coffee maker.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.457,Worry,0.252
UgwnOAanYDFrgM0pZYJ4AaABAg,Biba catface,3 weeks ago,1511378959633,"Katie Hopkins is a sadist who'll say say anything to get her ugly mug on tv or in the media, she's a famous troll here in the UK.She started off as a contestant in the apprentice, but carved out a career as a sociopath wheeled out on tv to shock and upset. I don't think she believes half the crap she comes out with, she just loves to be controversial a bit like Pierce Morgan. Attention seeking twats like them don't deserve airtime.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.414,Worry,0.241
UgySyyydyzDYMjFcK9N4AaABAg,Beavis and Butt-head Trump,3 weeks ago,1511378959639,"Why don't they do us all a favor and boycott breathing? Air is a liberal hoax, you don't actually need it. 😉",0,false,0,,,,,,,/Negative/Boredom/,Negative,0.472,Boredom,0.243
UgzZqlNeiSsWBnpA8xl4AaABAg,Deebo,3 weeks ago,1511378959646,"I understand how dumb this whole thing is but the title of your video is a ridiculous strawman. Your echo chamber is showing, Cenk.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.453,Worry,0.228
UgweXHW-6Rrw4Bra7A54AaABAg,Zyzz Brah,3 weeks ago,1511378959652,Dumbass cuntservatives,1,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgzARrPAKYKy96_aGJV4AaABAg,DevilsNachoz,3 weeks ago,1511378959659,Free publicity for Keurig.   I may go out and buy one now.,2,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.388,Empty tweets / Garbage / No sentiments,0.656
Ugz9R3spXg7E-gaAqWh4AaABAg,CopperRaven Productions,3 weeks ago,1511378959665,The comments are a bit confusing. Yes they destroyed there own coffee machines.....    because it sent a message. That message then in turn got out enough for other people wanting to know why. That message then effected the sales. Which then in turn effected the company for a formal apology and backed off. So basically it worked. Also I would like add if I had any product that was a daily reminder of something or idea I was completely against. I would destroy that object aswell. ( for an extreme example) I have bed sheets made from child labor. I would burn the hell out of them and let it be known. How is this complicated?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.378,Surprise,0.611
UgxfhCUyF65ksjACjah4AaABAg,Dean Gilberry,3 weeks ago,1511378959671,This sounds exactly like the joe biden thing of him touching little girls. Never even heard of kuerig or moore but there's tons of pedophiles in Hollywood and dc. Don't sound surprised like these weird pedophile people aren't in yalls club everywhere. I fact I remember alex jones talking about pedophile cover ups in the deep state before trump was even elected.,0,false,0,,,,,,,/Negative/Hate/,Negative,0.404,Hate,0.235
Ugz6sIpfEfr3ej_Ig-t4AaABAg,Katie,3 weeks ago,1511378959678,"‪remember when the conservative right disliked pedophiles because they said ""THE LGBTS WILL MAKE PEDO RIGHTS A THING"" and yet here we are‬",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.363,Surprise,0.761
Ugx8hpgeQn34Pz68eux4AaABAg,Jason Holmes,3 weeks ago,1511378959683,I wish they would destroy the devices they tweet from.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.413,Worry,0.245
Ugwmhosb6TwMj2vNFXt4AaABAg,d.u.g. Drilly,3 weeks ago,1511378959691,criminal,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgzvNNkIyedFiakYpVJ4AaABAg,A V,3 weeks ago,1511378959697,If their kids get molested they will say the same thing? Blaming their kids if they didn't speak then? What kind of humans think like that!,0,false,0,,,,,,,/Negative/Worry/,Negative,0.576,Worry,0.287
UgyfEoAEWokg5Ikyb-l4AaABAg,Free Martian,3 weeks ago,1511378959703,"the moral of this story girls, is the following: don't get into the car of the guy who's been grabbing your butt for over a year that night your boyfriend is a lil late to pick you up.

not excusing the pedophile. just okay girl says hes been grabbing her sicne she was 15 and she got abused by him in his car at 16. gtfo of there gurl!",0,false,0,,,,,,,/Negative/Hate/,Negative,0.602,Hate,0.248
UgxOokffgyzmQw1h2YB4AaABAg,fakeItRight,3 weeks ago,1511378959710,"Keurig should come out with a new coffee blend called ""Smashing Idea!"" and come up with some crazy plot by which their coffeemakers are pushed to the front of the news and social media by the moronic GOP retards who first buy their coffeemakers and THEN smash them in a really awesome media stunt that reinforces the idea that Trump supporters are all pedophiles, and Keurig was just trying to NOT support that. Flawsome!",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.436,Surprise,0.8
UgzZGCeQPrQYMqxJxrJ4AaABAg,Business Cat Inc.,3 weeks ago,1511378959717,Roy Moore is innocent until proven guilty.,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.387,Surprise,0.584
UgwCLy4K5twVB0ydT5V4AaABAg,Future Society Of Gentlemen,3 weeks ago,1511378959723,"I don't like later year allegations, but there is just one thing wrong here Hannity..... He basically admitted to it, big dummy..... Hannity is losing his audience and he needs help grasping for straw arguments",0,false,0,,,,,,,/Negative/Boredom/,Negative,0.569,Boredom,0.257
Ugz01TOUVKbdnokuiTF4AaABAg,Heyho Brando,3 weeks ago,1511378959729,so are they going to have tea now?,0,false,0,,,,,,,/Negative/Worry/,Negative,0.37,Worry,0.245
UgzzXtokJieJK6JDLzV4AaABAg,Alexia Tr,3 weeks ago,1511378959735,"If I was Keurig I would be doing a promotion for it ""Buy a Keurig and get a bat free"". Who cares, they already bought it and gave the company the money anyways😄😄",0,false,0,,,,,,,/Negative/Hate/,Negative,0.499,Hate,0.243
UgymK6e-hsE_dMRJ0yR4AaABAg,lawbag1,3 weeks ago,1511378959742,How does Sean Hannity live with himself knowing he is pushing this pedo,0,false,0,,,,,,,/Negative/Worry/,Negative,0.399,Worry,0.222
UgxkjBwIP6T61R-5ex94AaABAg,Alec Proulx,3 weeks ago,1511378960686,It's funny how the right always says it'll be the left that wants pedophile rights,0,false,0,,,,,,,/Positive/Fun/,Positive,0.433,Fun,0.285
Ugzcif6zAutbgmX-lRN4AaABAg,ianmeesters88,3 weeks ago,1511378960690,16 isn't pedo you stupid piece of shits hahahahahaha,0,false,0,,,,,,,/Negative/Hate/,Negative,0.886,Hate,0.269
Ugx-6CaKg75QljL0bQZ4AaABAg,Jo Nelson,3 weeks ago,1511378960693,So are all the kurig smashers propedephilia?? Sad....,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.892,Sadness,0.275
UgzAxzpbLdvYFHRMMsx4AaABAg,tbhaver,3 weeks ago,1511378960696,JOE BIDEN,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.432,Surprise,0.601
Ugyc5m2uLfytyupyo5N4AaABAg,Plushypony 94,3 weeks ago,1511378960701,"I'm going to be honest. TYT are, in my opinion, too harsh, biased, and even too liberal for me, even though I like them. I don't watch their videos that often anymore, and I don't like how quickly they, in my opinion, often jump to politically-fueled conclusions.

However, I completely appreciated this segment. It was cathartic. His sarcastic, curt responses to admitted victim-blaming was great, and he seemed as disgusted and perplexed as I feel.

 Hannity is a despicable human. Normally I would not use such strong language for someone just because I disagree with them, but his treatment of this situation proves it. Not because acknowledging that some people make false accusations is bad, or because discussing reasons behind such false accusations is bad.

 He simply has no compassion, empathy, respect for women, or ability to look beyond his momentary political gain. He makes himself sound like an idiot, and his guests are vicious, selfish people whom I'd never want to have the misfortune of interacting with in real life. They seem to view women and even young girls in general as predatory temptresses who deserve punishment. It's sad, in a way, to see women sell out their own gender to appeal to the extreme fringes.

Tl;dr As a casual viewer of TYT who is fairly critical of all news sources, I really liked this video.


Edit: Grammar lol.",0,false,0,,,,,,,/Negative/Sadness/,Negative,0.576,Sadness,0.232
Ugztuydl9SzzR3VTuq94AaABAg,Airik Luna,3 weeks ago,1511378960704,"So the Pizzagate lie was okay but the truth about Alabama is okay? The whole state needs to rethink thier entire judicial system. 
 All of these punks that blamed the victims are either predators themselves or are lucky enough to have never been raped  or molested themselves so they won't believe it.
 And they will trust some ass with thier kids and the cycle shall continue.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.58,Worry,0.231
Ugx46cjT0u1GzM5QQqt4AaABAg,Mandy Schmidt,3 weeks ago,1511378960708,"I sincerely believe Conservatives have a case of mental retardation. Supporting pedophiles is one thing, but destroying a coffee machine as a political statement? Lol",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.36,Surprise,0.566
Ugx9krH9wxnOthRPgER4AaABAg,Martin West,3 weeks ago,1511378960712,Bunch of godamn babies..... waaah..I'll keep my Keurig tyvm.,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.365,Happiness,0.223
Ugx3GmY3OnwhTJdgdYJ4AaABAg,Bill Latta,3 weeks ago,1511378960716,If this is the kind of person the people of Alabama want to elect as their senitor. Then let them so they can show the world what they are.,0,false,0,,,,,,,/Negative/Hate/,Negative,0.511,Hate,0.254
UgyHk3mxEzm9NvKcvTJ4AaABAg,Cynthric's Gaming Channel,3 weeks ago,1511378960719,Give it enough time and Republicans will start defending beastiality because some Trump nut political candidate boned an animal.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.368,Worry,0.231
UgzJYMKeBCG-OPzOrcp4AaABAg,Mario Williams,3 weeks ago,1511378960723,These idiots are destroying the Keurig machines that THEY ALREADY BOUGHT AND PAID FOR!!!  What the hell will that do?  It just means you don't have coffee in the morning.  But Keurig's stock price is probably going up right now.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.373,Worry,0.229
Ugz2O_CcP2_KAmmJdNd4AaABAg,hifijohn,3 weeks ago,1511378960728,they should smash it over their heads.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.383,Worry,0.242
Ugx78TVhpd5WYzwxoaJ4AaABAg,Jason Armstrong,3 weeks ago,1511378960732,insert obligatory Oingo Boingo song,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.46,Happiness,0.264
Ugx9z1wXUF2B02UBQjZ4AaABAg,bowtech37,3 weeks ago,1511378960738,Cenk = Fat brown buffalo!,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.394,Empty tweets / Garbage / No sentiments,0.558
UgzPNljq3Q2GW-QgpNR4AaABAg,Debra Bosch,3 weeks ago,1511378960741,Disgusting. That woman is unforgivable. Hannity is  never going to understand unless he himself was molested. I will never understand victim blaming.,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.417,Sadness,0.241
UgyCE09wCmxmPYmxYYt4AaABAg,F4PTR,3 weeks ago,1511378960746,"I don’t know how to feel about all these “allegations”, I understand the law is written to protect women so they are comfortable coming forward and that trauma can have devastating effects on people it’s completely understandable that someone would remember an assault from 10, 20, 40+ years ago. What I don’t understand is why these traumatized and victimized women come forward to the public and media knowing that if you went through trauma you wouldn’t want to invite public scrutiny and opinion. Why do these men and women come forward to the media instead of the police or use the law? Furthermore why do we as a nation accept allegations as definitive proof of someone’s guilt, it’s almost as if the court of public opinion has replaced our actual legal system. I think women should have legal recourse to be able to pursue legal action against their abusers, but we cannot as a nation allow for the court of public opinion to determine someone’s guilt. 

We need to maintain innocence until proven guilty instead of this guilty until proven innocent mindset and in the law. False allegations are just as destructive as sexual abuse, and there is no legal recourse to resolve false allegations as no court will pursue legal penalties against a false accuser to “protect” other women’s perceptions of safety in coming forward.

It should be no surprise that women do not need any evidence to bring a case against someone they alleged assaulted or abused them and that is simply unacceptable.

If someone will have a criminal and civil case brought against them there must be some definitive evidence to allow for that. There must be prosecution and legal recourse against false accusations. We need to respect innocent until proven guilty.

If you lose a court case be it civil or criminal the loser should be required to shoulder the total financial burden of all legal proceedings and if that person during the course of the legal proceedings the plaintiff or defendant is found to have committed perjury or have born false witness and is guilty of deception they must be held accountable for their actions and must have criminal penalties brought against them.

We cannot allow for double standards in our legal system and must at the very least require evidence other than an accusers testimony as sufficient evidence of abuse.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.53,Worry,0.255
UgybX2n8YYFxl68_Q2J4AaABAg,JohnnyBooze,3 weeks ago,1511378960750,Duct tape your keurigs now that Hannity is calling for Moore to vacate... Lol..dumb asses,0,false,0,,,,,,,/Positive/Fun/,Positive,0.419,Fun,0.263
UgznI8L-KXv79D2YCLx4AaABAg,Julia Winkler,3 weeks ago,1511378960754,The party of freedom fries ready again.,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.497,Happiness,0.278
UgyzB75OCqdBRcxbY1N4AaABAg,C.F. Gauss,3 weeks ago,1511378960759,"After we get rid of Trump, we will have to have a massive cleansing campaign to purge the country of people like him and the taint of their filth. It will be like the Denazification we had to do in Germany after WW2. Scum like Hannity will be among the first to go.",0,false,0,,,,,,,/Positive/Relief/,Positive,0.438,Relief,0.281
Ugya6v_adllyv_dgSzB4AaABAg,Verbin Weaver,3 weeks ago,1511378960763,"I think it's abhorent what Moore did, but I think - please correct me if I'm wrong - when Moore was 30 the age of consent was 14 in Alabama. I know my grandmother married that young, and it took ages for the law to change.....",0,false,0,,,,,,,/Negative/Anger/,Negative,0.481,Anger,0.256
UgwnCzGsCNiJ2PoukMt4AaABAg,LtCmdrMaximus,3 weeks ago,1511378962357,That title is bomb asf,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.384,Surprise,0.726
Ugwy5qQS9S-dEomcUr14AaABAg,JJ Thomas,3 weeks ago,1511378962364,I love how they get women to denounce other women..classic,0,false,0,,,,,,,/Positive/Love/,Positive,0.468,Love,0.354
UgypJBWAiGQSEKqL8k94AaABAg,Ross Miller,3 weeks ago,1511378962372,"Remember, conservatives also burned their Dixie Chick's CDs because they protested the idea of sending our soldiers to die for nothing... those conservatives didn't give a shit about the 4000+ America soldier's lives that were lose over nothing, but if you talk about it they will take instant action.

Conservatives, they love dead soldiers, they love pedophiles",0,false,0,,,,,,,/Negative/Worry/,Negative,0.614,Worry,0.241
UgwtDW6WKNhYq8eJw0h4AaABAg,Ramius,3 weeks ago,1511378962381,"Keep the vids coming, Trumptards. Watching you destroy your shit is *hilarious to liberals.",0,false,0,,,,,,,/Negative/Anger/,Negative,0.376,Anger,0.214
UgxG0SbIb8XqW_JDjIh4AaABAg,LAdwv7495,3 weeks ago,1511378962390,"So, to “boycott” a company, conservatives are destroying coffee machines that they already purchased? LMAO Yeah, destroy your own property, that’ll show ‘em.",0,false,0,,,,,,,/Positive/Happiness/,Positive,0.596,Happiness,0.272
UgyycZkoqgOgczagjFZ4AaABAg,cactaceous,4 weeks ago,1510774162394,"""Piece of shit..."" Right. I bet he loved his cup of coffee the day before.",0,false,0,,,,,,,/Positive/Love/,Positive,0.489,Love,0.44
UgzzV6QldGRguL5q2JF4AaABAg,"Prof Drock, The Yeti Farmer",4 weeks ago,1510774162398,Hannity deserves the electric chair,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.5,Empty tweets / Garbage / No sentiments,0.58
UgwNBdXuOIwtkl89SRR4AaABAg,John H Player,4 weeks ago,1510774162403,Lol hannity doesn’t know there are 30 commandments. Thinks there are are only 9 other commandments. Such a noob,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.383,Surprise,0.904
UgypnNWezgQTJXOhC7B4AaABAg,mtneves77,4 weeks ago,1510774162408,"Primitive cavemen ""oog angry oog smash coffee machine""",0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.47,Empty tweets / Garbage / No sentiments,0.616
UgztFLWSihtYikbXFrR4AaABAg,Jason Cheo,4 weeks ago,1510774162411,Hannity's fans probably have not heard that Volvo has also decided to withdraw its ads. So are we next expecting to see some of them smashing their Volvos ?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.392,Surprise,0.844
Ugz3OVt7mqfxVSCfngB4AaABAg,Blake Bayne,4 weeks ago,1510774162416,It is funny how they didn’t come out until a month until his election when it happened almost 40 years ago.  I hate propaganda.  Idk what tyt thinks they are getting out of their bullshit.  All they are doing is getting there normal viewers hoped up to yell at the sky in protest and all the normal people are just sitting back laughing at the new left.,0,false,0,,,,,,,/Negative/Anger/,Negative,0.645,Anger,0.234
UgzmbEj2hC2pBPeR56l4AaABAg,Scott e,4 weeks ago,1510774162419,"You know who I am shocked hasn't had any claims against him yet? Rush Limbaugh. I find I highly likely he has done some harassing. Maybe not, but probably.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.479,Worry,0.256
UgyfYdmuGewVZdpVexN4AaABAg,Nelson King,4 weeks ago,1510774162424,Sean Hannity is right here guys. I'm sorry. The convenience of all this is astonishing. 38 years later?? This is when suddenly these women remember?,0,false,0,,,,,,,/Negative/Anger/,Negative,0.606,Anger,0.254
UgyArO4HsNVJfcsAYfl4AaABAg,DeRosset Myers,4 weeks ago,1510774162430,So all this coffee maker abuse is just a joke to you people? These little machines make tons of coffee every year and this is the thanks they get!,0,false,0,,,,,,,/Positive/Fun/,Positive,0.395,Fun,0.235
Ugy3UsZGEWYcuu3nVOh4AaABAg,fakeItRight,4 weeks ago,1510774162433,"Keurig should not back down from this and equivocate their sudden opportunity on a far larger stage than they paid for on the single-brain cell Hannity Propaganda Hour. Some suggestions: post someone in the south trying to run one of the machines over in a 4x4 and then being unable to due to its solid construction, etc. This is priceless viral time for them--and they are pussying out. Comer on Keurig, wake the F up--this is your opportunity to turn lemons into coffee makers.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.533,Worry,0.237
UgwfLyBX_m9CmbtGmyR4AaABAg,fakeItRight,4 weeks ago,1510774162438,Smashing stuff: Alabama GOP morons new strategy to make themselves even more idiotic.,0,false,0,,,,,,,/Positive/Fun/,Positive,0.398,Fun,0.268
UgwUoD5cdFgk5Q720IF4AaABAg,fakeItRight,4 weeks ago,1510774162441,"Clearly, the GOP think tank minds behind this brilliant tactic really need more coffee. Oh wait",0,false,0,,,,,,,/Positive/Love/,Positive,0.386,Love,0.226
UgzNIabOUBkhGcX2n2h4AaABAg,Mike Nike,4 weeks ago,1510774162445,It's because it's trial by media.  How about you wait for a court date you stupid turk losers.,0,false,0,,,,,,,/Negative/Hate/,Negative,0.477,Hate,0.24
Ugz-orkZy4yyZgnF3Gx4AaABAg,Bohemian Grove,4 weeks ago,1510774162449,"They defend Milo, too. He thinks ""consent is arbitrary""",1,false,0,,,,,,,/Negative/Boredom/,Negative,0.443,Boredom,0.253
Ugy9pSaQK8OG-v-ZKP14AaABAg,legofanguyvid,4 weeks ago,1510774162453,Humanity is doomed if we have Imbeciles like this...,0,false,0,,,,,,,/Negative/Hate/,Negative,0.465,Hate,0.261
Ugy7zz1_Q3VvJzzVybd4AaABAg,crysjumar1,4 weeks ago,1510774163365,too much talking...i came to see some smashing,0,false,0,,,,,,,/Negative/Boredom/,Negative,0.395,Boredom,0.248
UgzHH8geNCj-rTBd9aZ4AaABAg,UC Vibes,4 weeks ago,1510774163369,Do you reward a pedophile a senate seat?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.484,Surprise,0.525
UgzYtE2CEM_SSyB6CKF4AaABAg,MISTER NICE GUY,4 weeks ago,1510774163372,"It does baffle me that these women come out after all this time though.... Not gonna lie. If u were that bothered, you would have stepped up looking before the man is running for office.",0,false,0,,,,,,,/Negative/Hate/,Negative,0.54,Hate,0.218
Ugw-ulIEbkm9d5I9Cw54AaABAg,Mathead,4 weeks ago,1510774163376,"I'd like to point out that it's 'Child Molester Rights', not 'Pedo Rights'.",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.375,Surprise,0.639
Ugw-CwBTBtayxNXAgE14AaABAg,Scott Clark,4 weeks ago,1510774163380,"""like when people throw the term racist about at me""  - funny story, I don't do or say racist things and nobody calls me a racist... crazy",0,false,0,,,,,,,/Negative/Worry/,Negative,0.502,Worry,0.23
UgxDG9ea_H4KZy1R4PV4AaABAg,sportyjen62,4 weeks ago,1510774163384,"You rambled on too much in this vid, I have no previous information about this issue so couldn't really follow what you were saying!",0,false,0,,,,,,,/Negative/Hate/,Negative,0.537,Hate,0.265
