,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
UgzD14i-zx57PNdd8S14AaABAg,Peaceful Joy,4 weeks ago,1510774184647,Destroying a coffee machine you already paid for. 🤔,0,false,0,,,,,,,/Positive/Love/,Positive,0.412,Love,0.241
UgxrChX_0Ci4wC2DeGh4AaABAg,Andrew Mildenberg,4 weeks ago,1510774184651,"So I guess Alabama wants to be known as ""The pedo state"". Weird, but I'm not gonna stop them if that's really what they want.

What do you say Bama citizens? Do you want to be known as, Alabama: The Pedophile State?",0,false,0,,,,,,,/Negative/Worry/,Negative,0.467,Worry,0.234
UgzSiHvw3NIMuQKMVaZ4AaABAg,Diatonic5th,4 weeks ago,1510774184654,Why are conservatives so fucking stupid?,0,false,0,,,,,,,/Negative/Hate/,Negative,0.872,Hate,0.26
Ugzm3_P2ClL4LOo71-p4AaABAg,sailormanariel,4 weeks ago,1510774184657,The only question I have is why does Hannity have ANY advertisers? Did they not know what a douche he was before?,0,false,0,,,,,,,/Negative/Worry/,Negative,0.63,Worry,0.264
UgzaaMUtZcSdc5nt7DJ4AaABAg,WW Suwannee,4 weeks ago,1510774185647,"As far as the ""Why 32 years later"" argument goes, I have an answer. I was sexually assaulted when I was 15 years old, but was too afraid to say anything. I knew better than to get in that guys truck and my Dad would have killed me for being so stupid. I never seen that guy again, but if I ever do you can bet I will say something now "" 40 years later."" So, here comes Roy Moore acting like an idiot, getting the attention of the media and sticking his face in every camera around. Sorry Hannity and the rest, but I believe the women.",0,false,0,,,,,,,/Negative/Anger/,Negative,0.586,Anger,0.228
Ugx-fy2RV2MepKKKog54AaABAg,John Sayles,4 weeks ago,1510774185653,Fox News will bring on black people to justify lynchings.,64,true,2,,,,,,,/Negative/Hate/,Negative,0.373,Hate,0.247
,,,,,,,,Ugx-fy2RV2MepKKKog54AaABAg.8Zx9sPRQ8Xv8_EW0lN4QAc,Sterling Archer,3 weeks ago,1511378986262,John Sayles wow your dumb. Black people support the right too,0,/Neutral/Surprise/,Neutral,0.481,Surprise,0.825
,,,,,,,,Ugx-fy2RV2MepKKKog54AaABAg.8Zx9sPRQ8Xv8_RBHhmsRCr,Michelle Espino,2 weeks ago,1511983786266,John Sayles wow you are so right that's their style.,0,/Positive/Love/,Positive,0.533,Love,0.256
Ugyntd3fgaUAhkReQr94AaABAg,Damon Ford,4 weeks ago,1510774185660,Bunch of dumb ass rednecks. Keyring will appreciate the 500 sales stupid. Hannity is over. That's a propaganda news station. They don't report the news. They report shit they want you to believe. Ex. #1 Manafort gets arrested they do nothing on it. Whether or not you like it that's front page national news. Fox reported nothing on it. That's not a news station. They'd rather hide certain news give you the news  about Hillary from 10 years ago,0,false,0,,,,,,,/Negative/Hate/,Negative,0.681,Hate,0.251
Ugymb7yppRv77jkYo1t4AaABAg,Dr.Riff M.D.,4 weeks ago,1510774185664,😱 That thing you already paid for is broken!,0,false,0,,,,,,,/Negative/Worry/,Negative,0.456,Worry,0.232
Ugwmrtwp3Y_6NWROaaN4AaABAg,caca,4 weeks ago,1510774185669,This is just proving that the Republican Party supports pedophilia.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.459,Worry,0.229
Ugyi6n2ZbKs3RmIlzxt4AaABAg,Damon Ford,4 weeks ago,1510774185674,These people are truly sick sick sick.,0,false,0,,,,,,,/Negative/Anger/,Negative,0.792,Anger,0.281
UgzkaeSXlPJL0xykEgZ4AaABAg,Tony Thursday,4 weeks ago,1510774185678,You bought a Keurig. You smashed your Keurig. You lost money. Keurig made money. Keep up the protests.,98,true,2,,,,,,,/Negative/Anger/,Negative,0.475,Anger,0.256
,,,,,,,,UgzkaeSXlPJL0xykEgZ4AaABAg.8Zx8ulqie_Z8Zz29kczOjG,Anonymous DueToFascists,4 weeks ago,1510774186202,"I have a bunch of ""liberal"" products you can purchase off of me and then destroy in protest.

I have pens and pencils selling for $20 a pop. They come with a ""super liberal"" guarantee.",1,/Positive/Relief/,Positive,0.412,Relief,0.262
,,,,,,,,UgzkaeSXlPJL0xykEgZ4AaABAg.8Zx8ulqie_Z8ZzqszTX5TV,JPreciado,4 weeks ago,1510774186206,Just like when people were burning their football jerseys. Legit ones are around 100$. Might as well burn a hundred bill,3,/Neutral/Surprise/,Neutral,0.407,Surprise,0.761
Ugzudcyd0Nk9MdSU7qp4AaABAg,Panda of Hearts,4 weeks ago,1510774185683,Can you imagine having that much hate in you?,30,true,3,,,,,,,/Negative/Hate/,Negative,0.578,Hate,0.304
,,,,,,,,Ugzudcyd0Nk9MdSU7qp4AaABAg.8Zx8l0l5VKC8Zxy9sYxPqA,Isabel Espinoza,4 weeks ago,1510774186224,Panda of Hearts not enough to break a $100-$200 coffee machine.,4,/Negative/Sadness/,Negative,0.431,Sadness,0.222
,,,,,,,,Ugzudcyd0Nk9MdSU7qp4AaABAg.8Zx8l0l5VKC8ZyQjZea57V,Gary Truthteller,4 weeks ago,1510774186229,"But ""much hate"" is how the far-right rolls....",1,/Negative/Hate/,Negative,0.69,Hate,0.273
,,,,,,,,Ugzudcyd0Nk9MdSU7qp4AaABAg.8Zx8l0l5VKC8ZyvR8IJdhA,Rachel Garber,4 weeks ago,1510774186234,Panda of Hearts I really can't. It just seems like such an effort to maintain that level of hatred. Wears me out just thinking about it.,1,/Negative/Sadness/,Negative,0.427,Sadness,0.216
UgwAt_fb2lpuZ2s6e1J4AaABAg,ThreePalmsII,4 weeks ago,1510774185688,Republicans and pedophiles go hand in hand.,2,false,0,,,,,,,/Negative/Worry/,Negative,0.426,Worry,0.303
Ugwr71xH7FWz7jyWKBx4AaABAg,Joe Mackey,4 weeks ago,1510774185692,They have to buy one to smash it so I don't see how this is supposed to hurt kurig,0,false,0,,,,,,,/Negative/Worry/,Negative,0.786,Worry,0.241
UgwUwwNpJmUmJeSwswl4AaABAg,Porkchop Periwinkle,4 weeks ago,1510774185695,I wish I had so many problems that I could literally destroy money just to be a Hannity-Cuck.,0,false,0,,,,,,,/Negative/Hate/,Negative,0.476,Hate,0.246
Ugze91Pmkej66qUunQF4AaABAg,Aebischer1984,4 weeks ago,1510774185699,Wouldn't it make more sense to sell the coffee machine rather than smash it? Just a thought.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.405,Worry,0.242
Ugyup7yBymNBFqFu4Np4AaABAg,Anthony Kirkwood,4 weeks ago,1510774185702,Man oh man white folks got some serious problems.,14,false,0,,,,,,,/Negative/Worry/,Negative,0.408,Worry,0.253
UgzCcqNz-xWIiCO4sHV4AaABAg,Justanother fancy screenname,4 weeks ago,1510774185706,"And then they will all run out to buy a new one in a month.... Conservatives ""boycott"" something by either destroying their own property or not going to get coffee for a breakfast, or only watching one show on Netflicks.",0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.451,Empty tweets / Garbage / No sentiments,0.606
UgwL26B8-mI2fAtDbWV4AaABAg,rlouis215,4 weeks ago,1510774185710,Wait is that what happen to bill Cosby and I don’t remember Fox News say this. I remember them making him look like a monster,0,false,0,,,,,,,/Negative/Worry/,Negative,0.563,Worry,0.278
Ugx64j7WmIxO655lEj14AaABAg,Anthony Kirkwood,4 weeks ago,1510774185713,Republicans are just nasty. They are suppose to be the party of family value. What a bunch of shit .,0,false,0,,,,,,,/Negative/Hate/,Negative,0.598,Hate,0.237
Ugxx94y3F6gmCsnQGIB4AaABAg,Plink Plonk,4 weeks ago,1510774185717,Get cancer hannity,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.426,Surprise,0.629
UgyVoDvHXBVmtdoPIyJ4AaABAg,Hippasus,4 weeks ago,1510774185720,"In the State of Nevada, the testimony of the victim of a sexual assault is sufficient to convict  a defendant accused of rape...",0,false,0,,,,,,,/Negative/Worry/,Negative,0.415,Worry,0.23
UgyKUnU54Du_gveaXyd4AaABAg,Bernie Rodgers,4 weeks ago,1510774185724,"Omg, i was abused/raped when i was 15 and have not talked about it. The only time i would is if the person/s would become involved with public responsibility. Its normal that we not share unless needed.",0,true,1,,,,,,,/Negative/Worry/,Negative,0.49,Worry,0.227
,,,,,,,,UgyKUnU54Du_gveaXyd4AaABAg.8Zx7W3mRRIx8Zx7okv9WW1,Bernie Rodgers,4 weeks ago,1510774186003,Lov ya Cenk,0,/Positive/Fun/,Positive,0.442,Fun,0.271
Ugw0bZ0GZJCs5zA9QVR4AaABAg,James Lea,4 weeks ago,1510774185728,Katie Hopkins is utterly vile. Makes me embarrassed to be British.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.387,Worry,0.24
UgyFAOEHzqiJvdOddLF4AaABAg,Blake Shaw,4 weeks ago,1510774187011,So if anyone wants a fair report of this watch Philip Defranco,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.434,Empty tweets / Garbage / No sentiments,0.588
Ugxw9K32SGXts2TCzVl4AaABAg,Atmost11,4 weeks ago,1510774187015,Roy Moore wishes they all could be Alabama girls,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.372,Sadness,0.255
UgyROfT_N69yvRrnhi14AaABAg,Sophie Smith,4 weeks ago,1510774187018,Katie Hopkins makes me want to vomit,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.536,Sadness,0.22
UgwHBoFK86OK-PaUd1p4AaABAg,9TheMajor,4 weeks ago,1510774187021,Oh Dear; I guess their food stamps only cover instant coffee.     :-(,0,false,0,,,,,,,/Negative/Worry/,Negative,0.471,Worry,0.234
UgwCPMmnD433kFAMQwh4AaABAg,Jazwinskull,4 weeks ago,1510774187024,The statements of the privileged are1 quite sick and revealing.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.798,Worry,0.225
UgxwcHYLkB05zd8_4e14AaABAg,Jazwinskull,4 weeks ago,1510774187028,Someone do a hit piece on that woman please?,0,false,0,,,,,,,/Negative/Worry/,Negative,0.403,Worry,0.26
Ugzm4gFtBo1lHw88P7B4AaABAg,Shayne O'Neill,4 weeks ago,1510774187031,"Now that Volvo have pulled their advertising, I'm kinda waiting for conservatives to start intentionally crashing their volvoes. Cos that shits gonna be hilarious to watch.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.527,Worry,0.227
UgwbzWsw5d5zFoWBElJ4AaABAg,njintau,4 weeks ago,1510774187035,"I have to say I laughed pretty hard when I saw this. These idiots just smashed something they paid money to buy.  Not only does Keurig have their money, they are now out of a coffee maker. xD",0,false,0,,,,,,,/Negative/Hate/,Negative,0.644,Hate,0.216
UgyH6EF5Vwbu4DF8Qop4AaABAg,TheWolfHowling,4 weeks ago,1510774187038,And now Kuerig will make more money because they just got a whole bunch of free advertising from reports about people smashing their machines and then buying a new one. Dumb hicks,0,false,0,,,,,,,/Negative/Worry/,Negative,0.378,Worry,0.243
UgwzrHFo5VFLVq6sybN4AaABAg,aaronpolitical,4 weeks ago,1510774187041,"So convenient to believe the accusations that are legal and very similar to the illegal ones, but not the illegal ones.  Seems the country isn't with these right-wing idiots on this one, thankfully.",1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.4,Surprise,0.758
UgwgyqT_x1ahIA902mN4AaABAg,marty704,4 weeks ago,1510774187044,Family values amiright?,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.498,Empty tweets / Garbage / No sentiments,0.517
UgxBDkAyIWP3LXdTGC94AaABAg,kght222,4 weeks ago,1510774187047,"let me put this straight and blunt. anyone you know who claims to have had allot of sex or sexual escapades, people who like to brag about getting laid. yeah.",0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.415,Empty tweets / Garbage / No sentiments,0.55
UgwN9dBdvuQ0tF4Hed14AaABAg,Joel Sherrer,4 weeks ago,1510774187051,"Let's all keep going after Hannity's sponsors until he has non left.
Let's see how long Fox keeps him on if he doesn't bring money in",0,false,0,,,,,,,/Negative/Worry/,Negative,0.587,Worry,0.225
UgxPOrZwHoTQrRA3byx4AaABAg,Vikram K,4 weeks ago,1510774187054,"Hannity says ""People lie for money all the time"" He should know, he does that for a living.",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.336,Surprise,0.929
UgyEqBije62h2lII9tZ4AaABAg,Michael Valente,4 weeks ago,1510774187057,"Alright, I already knew that this people were stupid but holy shit. Seriously, holy shit. This country is just simply circling the drain.",0,false,0,,,,,,,/Negative/Hate/,Negative,0.783,Hate,0.263
UgwqUXJ0lGAGfprRPCR4AaABAg,alienanxiety,4 weeks ago,1510774187060,"Scariest part is,  the last guy with the baseball bat was likely fantasizing his Keurig machine was a black guy.",0,false,0,,,,,,,/Positive/Happiness/,Positive,0.44,Happiness,0.256
Ugz8hP72Fay2GkvUQG14AaABAg,Peter Hockley,4 weeks ago,1510774187065,"Why do they say I'm racist? Because you make racist statements, Hopkins!",0,false,0,,,,,,,/Negative/Worry/,Negative,0.437,Worry,0.239
UgycLh1TArZUojmeKWF4AaABAg,Daniel Adam,4 weeks ago,1510774187068,"You know the ethics those guys have, they're a notch under child molester...",0,false,0,,,,,,,/Negative/Hate/,Negative,0.387,Hate,0.235
UgzfT2pRl1zBnc2nfiV4AaABAg,Daniel Adam,4 weeks ago,1510774187072,Hated in the Nation,0,false,0,,,,,,,/Negative/Hate/,Negative,0.852,Hate,0.424
UgxyHRn2rRu1MYGzi314AaABAg,Tara Vanflower,4 weeks ago,1510774187076,the spittoon! HAHAHAHAHA,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.424,Empty tweets / Garbage / No sentiments,0.527
UgwHM1aSSuAmA7bNQ1J4AaABAg,Tara Vanflower,4 weeks ago,1510774187839,"""Mary and Joseph did it""... Mary was a virgin according to the bible sooooooooo",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.379,Surprise,0.676
Ugy81tzKdwObyj-DfjZ4AaABAg,SvenTviking,4 weeks ago,1510774187843,"I’m not a right winger and if this guy did what he’s accused of, then he deserves punishment. BUT. The basis of law in the US & UK is presumption of innocence until guilt is proved and how can you prove anything 38 yrs later?",0,false,0,,,,,,,/Negative/Sadness/,Negative,0.42,Sadness,0.219
UgywM4D2KfyM0PsN59F4AaABAg,Tara Vanflower,4 weeks ago,1510774187846,they're gonna regret this decision the following morning when their asses have no coffee.,0,false,0,,,,,,,/Negative/Anger/,Negative,0.437,Anger,0.251
UgzTsPmEPLbqEm0Z8dJ4AaABAg,WheelmanGames,4 weeks ago,1510774187850,"For once I agree with Conservitives, Kureg is truly terrible to the environment. Just try and find a way to recycle those pods, I challenge Anyone to pull apart all the different metels and minerals compacted into them. Its like trying to recycle a cell phone one piece at a time.",0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.45,Empty tweets / Garbage / No sentiments,0.596
UgwRH-uXc5quyHdr2u54AaABAg,dale murray,4 weeks ago,1510774187853,Lord Haw Haw Hannity is SHOCKED that someone would Lie for Money??? HAHAHAHAHA!!!!  Where are those DEATH PANELS?????,0,false,0,,,,,,,/Negative/Anger/,Negative,0.368,Anger,0.271
UgzQuQe0by0KpJVPr-F4AaABAg,PHIL BRITTIN,4 weeks ago,1510774187857,"Keurig was also one of those Nazi Companies allowed to Flourish post WWII....it was Fascism Capitalized, sanctioned by AmeriKKKa for profiteering off the Ignorance of those who don't study History.",0,false,0,,,,,,,/Negative/Hate/,Negative,0.437,Hate,0.247
UgxQgPGYshPpModYr5h4AaABAg,ozzrob,4 weeks ago,1510774187860,"Katie Hopkins, now loathed on both sides of the Atlantic. The US can now experience the ravings of a sufferer of variant Creutzfeldt-Jakob disease aka mad cows disease (shes an old cow & she's mad).
Great way for Hannity fans to destroy keurig coffee makers is plug it in, turn it on and climb into a bath full of water with the coffee maker, and Hannity and Hopkins.",0,false,0,,,,,,,/Positive/Happiness/,Positive,0.523,Happiness,0.259
UgyLvznWRiiDmbplaRF4AaABAg,1BoardwalkAngel Forever,4 weeks ago,1510774187864,"Well, I guess they have money to throw away because those coffee makers are quite expensive, and nothing will come of it.  The coffee pods aren't cheap either!  Personally, don't smash them donate them to people like me who would love to own one, but alas, find it unaffordable!",0,false,0,,,,,,,/Negative/Worry/,Negative,0.44,Worry,0.227
UgyTWHvlkHAC8czJK0l4AaABAg,Vichrae V.,4 weeks ago,1510774187867,"I couldn't live without my Keurig.  These people are so dumb...they already gave Keurig their money, and as people have pointed out, this is just free advertising.

First the trumptards support nazis, now pedophiles.  Way to keep on winning!",0,false,0,,,,,,,/Negative/Anger/,Negative,0.495,Anger,0.288
Ugyt_TpPb4uhg1_4XbF4AaABAg,Jose Boroto,4 weeks ago,1510774187871,"How much does each Keurig machine cost? 
how much have they already spent on Keurig cups?

Anyway, I guess they were pissed because they had not had their coffee yet",0,false,0,,,,,,,/Negative/Worry/,Negative,0.56,Worry,0.246
Ugz1kqkN9bX72aEhFnl4AaABAg,Alexander Mills,4 weeks ago,1510774187874,"So let me get this straight, pro child molesters are smashing their OWN coffee machines, because the adds were taken down from Sean Hanity's programme, and they'll have to spend more money to replace that coffee machine... Ummm I don't know where to begin.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.524,Worry,0.253
UgyRHw3Ip_gQPFTXH254AaABAg,Michael Billington,4 weeks ago,1510774187878,"The scary thing about these ""conservatives"" is that they're not only allowed to vote but that they are breeding pike rabbits...",0,false,0,,,,,,,/Negative/Worry/,Negative,0.547,Worry,0.218
UgzYlMM3dTpWSWTEoAN4AaABAg,austin blades,4 weeks ago,1510774187882,So to protest keurig they are BUYING KEURIGS to destroy?,0,false,0,,,,,,,/Negative/Boredom/,Negative,0.385,Boredom,0.227
UgxvDg9rcMP0E5hNXcF4AaABAg,okay,4 weeks ago,1510774187885,"They burned jerseys they spent money on, breaking coffee machines they spent money on.. they’re so self destructive it’s hilarious. Yes please burn your money..",0,false,0,,,,,,,/Negative/Worry/,Negative,0.473,Worry,0.233
UgwtEAQ86H3K7NoId3R4AaABAg,Zone 9,4 weeks ago,1510774187889,So they are saying they are pedophiles?,0,false,0,,,,,,,/Negative/Hate/,Negative,0.41,Hate,0.218
Ugyg1aWY8qLt_x1r4Ox4AaABAg,the mortyist Morty,4 weeks ago,1510774187906,Am I blaming the victim if I think that because she said nothing when it happened a pedophile got to keep chasing little girls and you just want interview money now.,0,false,0,,,,,,,/Negative/Hate/,Negative,0.491,Hate,0.235
Ugy97z908ksc9BV19UR4AaABAg,Rachel Thompson,4 weeks ago,1510774187909,Fox taking about lying is like the Inquisition complaining about murdering Jews--' only they can lie and call it truth,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.355,Empty tweets / Garbage / No sentiments,0.585
UgxZxHXIP_ReyYJKcnB4AaABAg,Robert Patterson,4 weeks ago,1510774187912,Repedlicans,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
Ugxi8oE0uN6uhWMZqip4AaABAg,rakland187,4 weeks ago,1510774187916,I love it when ppl hurt themselves to make a point.  Enjoy not having delicious coffee rdy in the morning.  Idiots lol,0,false,0,,,,,,,/Positive/Love/,Positive,0.616,Love,0.374
UgxzgnI3Wto0NR6gT214AaABAg,Stephen Paddock,4 weeks ago,1510774187919,72K lost souls watching the Young Communists.,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.557,Surprise,0.598
UgzmYFcvqhwW4_SmDlZ4AaABAg,Shinji Kataoka,4 weeks ago,1510774188825,"Didn't the right wing conservatives also boycotted the NFL for the knee stand protest? And what was the result? The NFL continues to flourish. Meanwhile, Formula 1 racing event continues to dominate over NASCAR.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.47,Worry,0.225
Ugxvpw-wfhISp-__9ud4AaABAg,Edmond Keshishian,4 weeks ago,1510774188829,I just have one question WHY NOW ?,0,false,0,,,,,,,/Negative/Worry/,Negative,0.396,Worry,0.235
Ugy0Fjz-74UJaRbl0fl4AaABAg,Will Wright,4 weeks ago,1510774188832,These people are like thee most angriest people! They're like children throwing a tantrum.,0,false,0,,,,,,,/Negative/Anger/,Negative,0.338,Anger,0.257
UgxxbQ4kPI3qyiW3OEt4AaABAg,Spoick Zontatrum,4 weeks ago,1510774188836,The world has gone crazy and everyone carries on like its normal.,0,false,0,,,,,,,/Positive/Fun/,Positive,0.463,Fun,0.265
UgzWp4MKLqt0x6vQDCd4AaABAg,Spoick Zontatrum,4 weeks ago,1510774188840,The world has gone crazy and everyone carries on like its normal.,0,false,0,,,,,,,/Positive/Fun/,Positive,0.463,Fun,0.265
UgwojD7Q7VoZXE3BLS14AaABAg,Spoick Zontatrum,4 weeks ago,1510774188843,The world has gone crazy and everyone carries on like its normal.,0,false,0,,,,,,,/Positive/Fun/,Positive,0.463,Fun,0.265
Ugy9v79g4vZ9uwzeZa94AaABAg,Spoick Zontatrum,4 weeks ago,1510774188846,The world has gone crazy and everyone carries on like its normal.,0,false,0,,,,,,,/Positive/Fun/,Positive,0.463,Fun,0.265
UgzXgC69Y9U96dhP7Hd4AaABAg,Sunstreaky,4 weeks ago,1510774188850,Ahahahahahaha! Really? Let's buy 500 units of a product we're protesting. Pretty sure Keurig doesn't give a shit what you do with your product after they get your money. Dumb asses.,0,false,0,,,,,,,/Negative/Hate/,Negative,0.547,Hate,0.244
UgxJqgve-TE6cfB_5mN4AaABAg,Karen I,4 weeks ago,1510774188854,Buying 500 units of coffee makers - so he pays the company. Does the company care? They still get the money. So Moore should not bear false witness - he should confess then the evangelicals could forgive him sexually asulting girls. I wonder what the stats are for child brides are in Alabama? You know forced marriage to your molestor so he avoids jail time for a child pregnacy.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.372,Worry,0.233
Ugwv5DelspBEi_LVnYZ4AaABAg,BongWatcher,4 weeks ago,1510774188858,"But when Bill Clinton is accused they automatically assume its true, such hypocrites",0,false,0,,,,,,,/Negative/Worry/,Negative,0.35,Worry,0.23
UgzwNShZxRyq8aUoxOB4AaABAg,Birgitte Roel,4 weeks ago,1510774188862,Cenk you do love your sound effects hahahaha hilarious. Those Rednecks geesh.,0,false,0,,,,,,,/Positive/Love/,Positive,0.604,Love,0.413
UgyDvao1wK0rCeNT_rx4AaABAg,Barbara Ellison,4 weeks ago,1510774188866,Time and time again I have seen Conservatives crying that the LGBTA movement will lead to leagalized pedophilia and it looks like they are the ones all along that support that issue.,0,false,0,,,,,,,/Negative/Worry/,Negative,0.539,Worry,0.221
UgzN2c9_A_XrjlXYG4R4AaABAg,LarsUlrichIsMe,4 weeks ago,1510774188870,those poor triggered conservatives,0,false,0,,,,,,,/Negative/Worry/,Negative,0.87,Worry,0.261
Ugw3oP_sFvHqiHuCath4AaABAg,D Jaquith,4 weeks ago,1510774188873,"Frankly the alt-right needs less caffeine. No what Hannity said is as long as it's ""consensual"" with these children it's okay to have sex. Umm no, children cannot give concent. Keurig and several companies understandably withdrew their ads.",3,false,0,,,,,,,/Negative/Worry/,Negative,0.552,Worry,0.243
UgxnQjt65a9InpywG994AaABAg,AwkwardlyKatie,4 weeks ago,1510774188877,Wow you guys really showed Keurig!...by either already owning one and smashing your only coffee machine; or you went out and bought it and still gave them money. BUT WOW YOU GUYS REALLY SHOWED KEURIG. lmao,0,false,0,,,,,,,/Positive/Love/,Positive,0.556,Love,0.276
UgzyR5PpwhT7Ent14tF4AaABAg,Bryan Conner,4 weeks ago,1510774188880,that sound effect sounds like someone farting a peanut into a bell....,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.444,Surprise,0.694
Ugyo8JiQIbD-jiwvDgh4AaABAg,Ben Powner,4 weeks ago,1510774188883,"if it is ok for him then let the men in prison for doing this sort of thing in his house and have their way with him, and see how he feels.....i wonder when he is in hospital with a saw ass, and  mouth and swollen eyes after being beaten if he doesn't mind it happening to him??",0,false,0,,,,,,,/Negative/Worry/,Negative,0.61,Worry,0.25
UgwpMIarMJbvWVq1jQN4AaABAg,LONNIE DOBBINS,4 weeks ago,1510774188887,"The family values thing is only propaganda for black people.
THAT'S HOW THEY WANT BLACK PEOPLE TO LIVE.
THEY DON'T BELIEVE WHAT THE CHURCHES TELL THEM, IT'S FOR OTHERS TO DO AS THEY SAY NOT THEM.
You see none applied to Trump and his wife.",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.438,Surprise,0.916
UgzhQ19kM02qmjDUI-94AaABAg,Fred Frond,4 weeks ago,1510774188890,take all the names of these pedo defending racist fucks and make a note in the future when the truth comes about the Pedo Roy Moore.,0,false,0,,,,,,,/Negative/Anger/,Negative,0.418,Anger,0.22
Ugy2QO3HbIx8-ZoowYN4AaABAg,Steve Harrison,4 weeks ago,1510774188894,"They realise... look, they know that Keurig has their money already, right?",0,false,0,,,,,,,/Negative/Worry/,Negative,0.383,Worry,0.231
UgzLTXitiv9hE1wFsUZ4AaABAg,Dave Mills,4 weeks ago,1510774189664,"Stupid mo fos. Years ago when Miller Beer 🍺 was acquired by a foreign business, they wanted to boycott Miller Beer. One guy described on a blog how he saw a fellow patriot buying a case of Miller Beer, told him about the boycott and convinced him to buy something else. The guy bought a case of Ice House

The blog post included a picture of a slimy redneck holding a case of Ice House and giving the finger to a can of Miller Beer. Ice House was made by the same company",13,false,0,,,,,,,/Negative/Hate/,Negative,0.514,Hate,0.25
UgybgWT0YGZw07I6oI94AaABAg,Smugwoo UnicornGalaxy,4 weeks ago,1510774189669,"This is pure speculation and out of context. I heard the full radio discussion Sean Hannity was having with multiple guests of differenting opinion. What he said was ""I believe the 18 year old and 17 year old consented. But I don't know about the other one."" 

But then the far left decided to take things out of context and tried to slander Sean. I swear this only happens to republicans and people in the middle. BECAUSE when Bill Clinton's sex scandals came out, all of the left were quiet. Hypocrites.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.475,Worry,0.239
UgzjyUVYqJw6NedIhiZ4AaABAg,Vineeth Philip,4 weeks ago,1510774189672,"anyone else considering buying from Keurigs after this?

I wouldn't be surprised if Keurigs came out and said ""thank you conservatives for all the free advertising for our coffee machines""",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.425,Surprise,0.534
UgwjWS0fkgMtY9pjezR4AaABAg,Dan Buskirk,4 weeks ago,1510774189676,"If you're burning your NFL jersey and smashing your coffee maker, you've got bigger problems than politics.",0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.417,Empty tweets / Garbage / No sentiments,0.555
UgwhwXoAD6J9P4wJhlh4AaABAg,unbiased,4 weeks ago,1510774189679,COVFEFE WARS,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.441,Surprise,0.582
UgxXWbVznfLroDCr3i94AaABAg,unbiased,4 weeks ago,1510774189683,"""MOORE"" PROOF KKKONSERVATIVE KKKRISTIANS ARE PATHETIC AND HAVE SAME VALUES AS SLAVE OWNERS!",2,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.496,Surprise,0.516
UgzCcBVN1H7nlgl5TAZ4AaABAg,Atix,4 weeks ago,1510774189686,"Muhammad was also a Pedophile. 
Would Cenk do a segment on him, too?",2,true,2,,,,,,,/Negative/Worry/,Negative,0.472,Worry,0.252
,,,,,,,,UgzCcBVN1H7nlgl5TAZ4AaABAg.8ZwxtcHsBud8ZxSdcZovos,Alex Andreas,4 weeks ago,1510774190324,"Atix 

Islam is shit... but that was 1400 years ago and some dude by name of bukari said it... this is 2017 and clearly most pedophiles have been white Christians",1,/Negative/Hate/,Negative,0.42,Hate,0.239
