"","X","user","com","degree","outdegree","uw_outdegree","indegree","betweenness","closeness","eigen","trollreply","trollid","density","N","weak_comp","stron_comp","modularity","activity","weight","response","trollcumresp","dens.re","mod.re","comcumresp","comrespbef","trollrespbef","inteactiontroll","interactioncom","anger","disgust","fear","joy","sadness"
"1",1,"Egg Head",1,4,3,3,1,3,0.0125,-0.449466575,0,1,0.090909091,11,2,10,0.495,3,0,0,1,0.036755707,0.174732731,2,0,0,0,0,"0.440709","0.330189","0.085796","0.131881","0.155474"
"2",2,"Hal Jordan",1,1,1,1,0,0,0.01,-0.449466575,0,1,0.090909091,11,2,10,0.495,1,0,0,1,0.036755707,0.174732731,2,0,0,0,2,"0.440709","0.330189","0.085796","0.131881","0.155474"
"3",3,"HerkimerSnerd",1,2,2,2,0,0,0.015873016,-0.449466575,0,1,0.090909091,11,2,10,0.495,2,1,1,1,0.036755707,0.174732731,2,0,0,0,2,"0.440709","0.330189","0.085796","0.131881","0.155474"
"4",4,"Jamie Cox",1,3,0,0,3,0,0.009090909,-0.449466575,1,1,0.090909091,11,2,10,0.495,1,0,0,1,0.036755707,0.174732731,2,1,1,0,0,"0.440709","0.330189","0.085796","0.131881","0.155474"
"5",5,"Lyric Guy",1,2,0,0,2,0,0.009090909,-0.449466575,0,1,0.090909091,11,2,10,0.495,1,0,0,1,0.036755707,0.174732731,2,1,1,0,0,"0.440709","0.330189","0.085796","0.131881","0.155474"
"6",6,"Nathan Baker",1,1,1,1,0,0,0.01,-0.449466575,0,1,0.090909091,11,2,10,0.495,1,0,0,1,0.036755707,0.174732731,2,1,1,0,0,"0.440709","0.330189","0.085796","0.131881","0.155474"
"7",7,"OutlawRebel117",1,2,1,1,1,0,0.01,2.022599587,0,1,0.090909091,11,2,10,0.495,1,0,0,1,0.036755707,0.174732731,2,1,1,0,1,"0.440709","0.330189","0.085796","0.131881","0.155474"
"8",8,"Payman Alemi",1,2,1,1,1,0,0.01,2.022599587,0,1,0.090909091,11,2,10,0.495,2,0,0,1,0.036755707,0.174732731,2,1,1,0,0,"0.440709","0.330189","0.085796","0.131881","0.155474"
"9",9,"ross vandenberg",1,1,0,0,1,0,0.009090909,-0.449466575,1,1,0.090909091,11,2,10,0.495,0,0,0,1,0.036755707,0.174732731,2,1,1,0,0,"0.440709","0.330189","0.085796","0.131881","0.155474"
"10",10,"rouge1ful",1,1,1,1,0,0,0.01,-0.449466575,0,1,0.090909091,11,2,10,0.495,1,0,0,1,0.036755707,0.174732731,2,1,1,0,0,"0.440709","0.330189","0.085796","0.131881","0.155474"
"11",11,"VEGITAS4",1,1,0,0,1,0,0.009090909,-0.449466575,1,1,0.090909091,11,2,10,0.495,0,0,0,1,0.036755707,0.174732731,2,1,1,0,0,"0.440709","0.330189","0.085796","0.131881","0.155474"
"12",12,"Bill Anderson",1,1,1,1,0,0,0.005464481,-0.549425067,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"13",13,"Captain XUltron",1,1,1,1,0,0,0.005464481,-0.549425067,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"14",14,"Egg Head",1,12,3,3,9,25,0.005128205,2.266947527,2,2,0.075,16,2,13,0.336565097,4,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"15",15,"Hal Jordan",1,2,2,2,0,0,0.005952381,-0.549425067,0,2,0.075,16,2,13,0.336565097,2,0,0,0,0.024145552,0.001602524,2,1,0,0,2,"0.119777","0.160881","0.06192","0.577614","0.082479"
"16",16,"HerkimerSnerd",1,2,3,2,0,0,0.005813953,-0.549425067,0,2,0.075,16,2,13,0.336565097,3,0,0,0,0.024145552,0.001602524,2,1,0,0,2,"0.119777","0.160881","0.06192","0.577614","0.082479"
"17",17,"James Soltis",1,1,1,1,0,0,0.005464481,-0.549425067,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"18",18,"Jamie Cox",1,3,0,0,3,0,0.004166667,1.442051092,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"19",19,"Julian N",1,1,1,1,0,0,0.005464481,-0.549425067,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"20",20,"Lyric Guy",1,2,0,0,2,0,0.004166667,-0.549425067,1,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"21",21,"Nathan Baker",1,1,1,1,0,0,0.004444444,-0.549425067,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"22",22,"OutlawRebel117",1,2,1,1,1,0,0.004444444,-0.549425067,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,1,"0.119777","0.160881","0.06192","0.577614","0.082479"
"23",23,"Payman Alemi",1,2,1,1,1,0,0.004444444,-0.549425067,0,2,0.075,16,2,13,0.336565097,2,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"24",24,"Red Hood",1,1,1,1,0,0,0.005464481,-0.549425067,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"25",25,"ross vandenberg",1,2,1,1,1,0,0.005076142,1.442051092,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"26",26,"rouge1ful",1,1,1,1,0,0,0.004444444,-0.549425067,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"27",27,"VEGITAS4",1,2,1,1,1,0,0.005076142,1.442051092,0,2,0.075,16,2,13,0.336565097,1,0,0,0,0.024145552,0.001602524,2,1,0,0,0,"0.119777","0.160881","0.06192","0.577614","0.082479"
"28",28,"Bill Anderson",1,1,1,1,0,0,0.003663004,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"29",29,"BL4CK KN1G8T",1,4,4,2,2,7,0.004166667,0,0,3,0.067251462,19,2,14,0.264565993,5,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"30",30,"Captain XUltron",1,1,1,1,0,0,0.003663004,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"31",31,"Egg Head",1,13,3,3,10,34,0.003472222,0,1,3,0.067251462,19,2,14,0.264565993,5,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"32",32,"Hal Jordan",1,4,6,3,1,10,0.004385965,0,0,3,0.067251462,19,2,14,0.264565993,6,0,0,0,0.018376376,-0.079213762,2,1,0,0,2,"0.586802","0.537095","0.058423","0.0149","0.137668"
"33",33,"HerkimerSnerd",1,2,3,2,0,0,0.003861004,0,0,3,0.067251462,19,2,14,0.264565993,3,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"34",34,"James Soltis",1,1,1,1,0,0,0.003663004,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"35",35,"Jamie Cox",1,3,0,0,3,0,0.002923977,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"36",36,"Julian N",1,1,1,1,0,0,0.003663004,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"37",37,"Lyric Guy",1,2,0,0,2,0,0.002923977,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"38",38,"Nathan Baker",1,1,1,1,0,0,0.00308642,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"39",39,"OutlawRebel117",1,2,1,1,1,0,0.00308642,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,1,"0.586802","0.537095","0.058423","0.0149","0.137668"
"40",40,"Payman Alemi",1,2,1,1,1,0,0.00308642,0,0,3,0.067251462,19,2,14,0.264565993,2,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"41",41,"Radwar99",1,1,1,1,0,0,0.003663004,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"42",42,"Red Hood",1,1,1,1,0,0,0.003663004,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"43",43,"ross vandenberg",1,2,1,1,1,0,0.003448276,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"44",44,"rouge1ful",1,1,1,1,0,0,0.00308642,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"45",45,"VEGITAS4",1,2,1,1,1,0,0.003448276,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"46",46,"Young Style",1,2,1,1,1,0,0.004065041,0,0,3,0.067251462,19,2,14,0.264565993,1,0,0,0,0.018376376,-0.079213762,2,1,0,0,0,"0.586802","0.537095","0.058423","0.0149","0.137668"
"47",47,"ABAJA ABDI",1,1,1,1,0,0,0.000918274,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,1,0,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"48",48,"andre brewer",1,2,1,1,1,4.333333333,0.001508296,0,0,4,0.04456328,34,3,23,0.28816568,2,0,0,1,0.005585001,-0.099699986,2,1,0,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"49",49,"biba boo",1,1,1,1,0,0,0.001508296,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,1,0,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"50",50,"Bill Anderson",1,1,1,1,0,0,0.001040583,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,1,0,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"51",51,"BL4CK KN1G8T",1,13,12,6,7,107.6666667,0.00149925,0,0,4,0.04456328,34,3,23,0.28816568,14,0,0,1,0.005585001,-0.099699986,2,1,0,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"52",52,"Black Dog",1,2,2,1,1,0,0.001438849,0,0,4,0.04456328,34,3,23,0.28816568,2,0,0,1,0.005585001,-0.099699986,2,1,0,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"53",53,"Brian Briggs",1,2,2,2,0,0,0.001628664,0,0,4,0.04456328,34,3,23,0.28816568,2,1,1,1,0.005585001,-0.099699986,2,1,0,0,1,"0.648861","0.355109","0.196317","0.005322","0.180428"
"54",54,"Captain XUltron",1,1,1,1,0,0,0.001040583,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"55",55,"Dark Man",1,5,1,1,4,47.33333333,0.001468429,0,1,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,4,"0.648861","0.355109","0.196317","0.005322","0.180428"
"56",56,"Don",1,2,2,1,1,0,0.001438849,0,0,4,0.04456328,34,3,23,0.28816568,2,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"57",57,"Egg Head",1,14,4,4,10,81.16666667,0.001010101,0,0,4,0.04456328,34,3,23,0.28816568,6,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"58",58,"Hal Jordan",1,6,10,5,1,24.83333333,0.001494768,0,0,4,0.04456328,34,3,23,0.28816568,10,0,0,1,0.005585001,-0.099699986,2,2,1,0,2,"0.648861","0.355109","0.196317","0.005322","0.180428"
"59",59,"HerkimerSnerd",1,6,6,4,2,94.16666667,0.00149925,0,0,4,0.04456328,34,3,23,0.28816568,6,0,0,1,0.005585001,-0.099699986,2,2,1,0,2,"0.648861","0.355109","0.196317","0.005322","0.180428"
"60",60,"Heywood Jablome AKA Liban",1,1,0,0,1,0,0.000891266,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"61",61,"Ì_å£Ì_åÀÌè‰ÛÊÌ_åøÌ_å±",1,6,0,0,6,0,0.000891266,0,0,4,0.04456328,34,3,23,0.28816568,2,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"62",62,"James Soltis",1,1,1,1,0,0,0.001040583,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"63",63,"Jamie Cox",1,3,0,0,3,0,0.000891266,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"64",64,"Julian N",1,1,1,1,0,0,0.001040583,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"65",65,"Lyric Guy",1,2,0,0,2,0,0.000891266,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"66",66,"misanthropic generation",1,1,1,1,0,0,0.001140251,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"67",67,"Nathan Baker",1,1,1,1,0,0,0.000918274,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"68",68,"OutlawRebel117",1,2,1,1,1,0,0.000918274,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,1,"0.648861","0.355109","0.196317","0.005322","0.180428"
"69",69,"Payman Alemi",1,2,1,1,1,0,0.000918274,0,0,4,0.04456328,34,3,23,0.28816568,2,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"70",70,"prosperandbehealthy",1,4,1,1,3,22,0.001072961,0,0,4,0.04456328,34,3,23,0.28816568,2,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"71",71,"Quang Ha",1,1,1,1,0,0,0.000918274,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"72",72,"Radwar99",1,4,3,3,1,13,0.001078749,0,0,4,0.04456328,34,3,23,0.28816568,3,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"73",73,"Red Hood",1,1,1,1,0,0,0.001040583,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"74",74,"ross vandenberg",1,2,1,1,1,0,0.001007049,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"75",75,"rouge1ful",1,1,1,1,0,0,0.000918274,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"76",76,"Ryan Reed",1,2,2,2,0,0,0.001517451,0,0,4,0.04456328,34,3,23,0.28816568,2,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"77",77,"Unkown Cool Looking Robot",1,3,2,2,1,7,0.00110742,0,0,4,0.04456328,34,3,23,0.28816568,2,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"78",78,"VEGITAS4",1,2,1,1,1,0,0.001007049,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"79",79,"Yo Soy Bob Oso",1,2,1,1,1,0,0.001468429,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"80",80,"Young Style",1,2,1,1,1,0,0.001468429,0,0,4,0.04456328,34,3,23,0.28816568,1,0,0,1,0.005585001,-0.099699986,2,2,1,0,0,"0.648861","0.355109","0.196317","0.005322","0.180428"
"81",81,"ABAJA ABDI",1,1,1,1,0,0,0.00073046,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"82",82,"andre brewer",1,3,1,1,2,6.333333333,0.001132503,0,0,5,0.040540541,38,4,26,0.178722994,3,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"83",83,"biba boo",1,1,1,1,0,0,0.001175088,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"84",84,"Bill Anderson",1,1,1,1,0,0,0.000816327,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"85",85,"BL4CK KN1G8T",1,13,12,6,7,122.6666667,0.001169591,0,0,5,0.040540541,38,4,26,0.178722994,14,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"86",86,"Black Dog",1,2,2,1,1,0,0.001129944,0,0,5,0.040540541,38,4,26,0.178722994,2,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"87",87,"Brian Briggs",1,3,3,3,0,0,0.001216545,0,0,5,0.040540541,38,4,26,0.178722994,3,0,0,0,0.00420141,-0.220898916,2,2,0,0,1,"0.575158","0.579113","0.01698","0.057329","0.040619"
"88",88,"Captain XUltron",1,1,1,1,0,0,0.000816327,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"89",89,"Dark Man",1,8,1,1,7,82.33333333,0.001146789,0,0,5,0.040540541,38,4,26,0.178722994,2,0,0,0,0.00420141,-0.220898916,2,2,0,0,4,"0.575158","0.579113","0.01698","0.057329","0.040619"
"90",90,"Don",1,2,2,1,1,0,0.001129944,0,0,5,0.040540541,38,4,26,0.178722994,2,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"91",91,"Egg Head",1,14,4,4,10,84.66666667,0.000794913,0,0,5,0.040540541,38,4,26,0.178722994,6,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"92",92,"Hal Jordan",1,8,11,6,2,40.33333333,0.001175088,0,0,5,0.040540541,38,4,26,0.178722994,11,0,0,0,0.00420141,-0.220898916,2,2,0,0,2,"0.575158","0.579113","0.01698","0.057329","0.040619"
"93",93,"HerkimerSnerd",1,6,6,4,2,115.6666667,0.001166861,0,0,5,0.040540541,38,4,26,0.178722994,6,0,0,0,0.00420141,-0.220898916,2,2,0,0,2,"0.575158","0.579113","0.01698","0.057329","0.040619"
"94",94,"Heywood Jablome AKA Liban",1,1,0,0,1,0,0.000711238,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"95",95,"Ì_å£Ì_åÀÌè‰ÛÊÌ_åøÌ_å±",1,6,0,0,6,0,0.000711238,0,0,5,0.040540541,38,4,26,0.178722994,2,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"96",96,"James Soltis",1,1,1,1,0,0,0.000816327,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"97",97,"Jamie Cox",1,3,0,0,3,0,0.000711238,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"98",98,"Jason C",1,1,1,1,0,0,0.000750188,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,1,"0.575158","0.579113","0.01698","0.057329","0.040619"
"99",99,"Julian N",1,1,1,1,0,0,0.000816327,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"100",100,"Listenbuddy1",1,1,0,0,1,0,0.000711238,0,1,5,0.040540541,38,4,26,0.178722994,0,0,0,0,0.00420141,-0.220898916,2,2,0,0,1,"0.575158","0.579113","0.01698","0.057329","0.040619"
"101",101,"Lyric Guy",1,2,0,0,2,0,0.000711238,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"102",102,"misanthropic generation",1,1,1,1,0,0,0.001242236,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"103",103,"Nathan Baker",1,1,1,1,0,0,0.00073046,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"104",104,"OutlawRebel117",1,3,1,1,2,1,0.00073046,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,1,"0.575158","0.579113","0.01698","0.057329","0.040619"
"105",105,"Payman Alemi",1,2,1,1,1,0,0.00073046,0,0,5,0.040540541,38,4,26,0.178722994,2,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"106",106,"prosperandbehealthy",1,4,1,1,3,23,0.000838926,0,0,5,0.040540541,38,4,26,0.178722994,2,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"107",107,"Quang Ha",1,1,1,1,0,0,0.00073046,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"108",108,"Radwar99",1,4,3,3,1,13,0.00084246,0,0,5,0.040540541,38,4,26,0.178722994,3,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"109",109,"randomnobody playthrough",1,1,1,1,0,0,0.001204819,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"110",110,"Red Hood",1,1,1,1,0,0,0.000816327,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"111",111,"ross vandenberg",1,2,1,1,1,0,0.000793021,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"112",112,"rouge1ful",1,1,1,1,0,0,0.00073046,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"113",113,"Ryan Reed",1,2,2,2,0,0,0.001180638,0,0,5,0.040540541,38,4,26,0.178722994,2,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"114",114,"Timothy McCaskey",1,1,1,1,0,0,0.00073046,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"115",115,"Unkown Cool Looking Robot",1,4,3,3,1,17,0.001212121,0,0,5,0.040540541,38,4,26,0.178722994,3,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"116",116,"VEGITAS4",1,2,1,1,1,0,0.000793021,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"117",117,"Yo Soy Bob Oso",1,2,1,1,1,0,0.001149425,0,0,5,0.040540541,38,4,26,0.178722994,1,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"118",118,"Young Style",1,3,2,2,1,14,0.001154734,0,0,5,0.040540541,38,4,26,0.178722994,2,0,0,0,0.00420141,-0.220898916,2,2,0,0,0,"0.575158","0.579113","0.01698","0.057329","0.040619"
"119",119,"Bill Anderson",2,1,1,1,0,0,0.00308642,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,0,0,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"120",120,"cne08",2,1,1,1,0,0,0.003436426,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,0,0,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
