"","X","user","com","degree","outdegree","uw_outdegree","indegree","betweenness","closeness","eigen","trollreply","trollid","density","N","weak_comp","stron_comp","modularity","activity","weight","response","trollcumresp","dens.re","mod.re","comcumresp","comrespbef","trollrespbef","inteactiontroll","interactioncom","anger","disgust","fear","joy","sadness"
"2293",2293,"Gabriel Keegum",16,1,1,1,0,0,0.004444444,0,0,1,0.054166667,16,3,16,0.416666667,1,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2294",2294,"Herb Bluntman",16,3,3,3,0,0,0.005128205,0,0,1,0.054166667,16,3,16,0.416666667,3,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2295",2295,"Inbred Trumptard",16,1,0,0,1,0,0.004166667,0,1,1,0.054166667,16,3,16,0.416666667,0,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2296",2296,"J Briggs",16,5,1,0,5,0,0.004166667,0,0,1,0.054166667,16,3,16,0.416666667,2,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2297",2297,"John's Jizzed Beard",16,1,1,1,0,0,0.004444444,0,0,1,0.054166667,16,3,16,0.416666667,1,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2298",2298,"LexRuger718",16,2,2,2,0,0,0.004761905,0,0,1,0.054166667,16,3,16,0.416666667,2,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2299",2299,"Percius Westbrooks",16,1,2,1,0,0,0.004424779,0,0,1,0.054166667,16,3,16,0.416666667,2,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2300",2300,"playandrepeat",16,1,1,1,0,0,0.004444444,0,0,1,0.054166667,16,3,16,0.416666667,1,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2301",2301,"Sacred, Nothing is",16,2,0,0,2,0,0.004166667,0,0,1,0.054166667,16,3,16,0.416666667,1,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2302",2302,"The Iranian Liberal",16,1,3,1,0,0,0.004405286,0,0,1,0.054166667,16,3,16,0.416666667,3,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2303",2303,"Vaness AntifaFan",16,1,1,1,0,0,0.004444444,0,0,1,0.054166667,16,3,16,0.416666667,1,0,0,0,0.003312219,0.081704094,7,0,0,0,0,"0.178284","0.164731","0.051726","0.05072","0.103926"
"2304",2304,"AboxoroxRoxursox",16,1,2,0,1,0,0.002631579,0,0,2,0.044736842,20,4,20,0.427221172,2,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2305",2305,"Alex Jones Biotch",16,1,1,1,0,0,0.002770083,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2306",2306,"CastAway_Dave",16,2,2,2,0,0,0.002923977,0,0,2,0.044736842,20,4,20,0.427221172,2,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2307",2307,"Cecil Ivers",16,1,0,0,1,0,0.002631579,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2308",2308,"Cenk Uyger",16,1,3,1,0,0,0.002754821,0,0,2,0.044736842,20,4,20,0.427221172,3,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2309",2309,"DIZZY KNUTSAK",16,1,0,0,1,0,0.002631579,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2310",2310,"Egg Head",16,4,1,0,4,0,0.002631579,0,0,2,0.044736842,20,4,20,0.427221172,3,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2311",2311,"Gabriel Keegum",16,1,1,1,0,0,0.002770083,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2312",2312,"Herb Bluntman",16,3,3,3,0,0,0.003095975,0,0,2,0.044736842,20,4,20,0.427221172,3,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2313",2313,"Inbred Trumptard",16,2,0,0,2,0,0.002631579,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2314",2314,"J Briggs",16,5,1,0,5,0,0.002631579,0,0,2,0.044736842,20,4,20,0.427221172,2,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2315",2315,"John's Jizzed Beard",16,1,1,1,0,0,0.002770083,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2316",2316,"LexRuger718",16,2,2,2,0,0,0.002923977,0,0,2,0.044736842,20,4,20,0.427221172,2,0,0,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2317",2317,"Michael Thor",16,1,2,1,0,0,0.002762431,0,0,2,0.044736842,20,4,20,0.427221172,2,2,1,1,-0.003478457,0.080502356,7,0,0,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2318",2318,"Percius Westbrooks",16,1,2,1,0,0,0.002762431,0,0,2,0.044736842,20,4,20,0.427221172,2,0,0,1,-0.003478457,0.080502356,7,1,1,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2319",2319,"playandrepeat",16,1,1,1,0,0,0.002770083,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,1,1,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2320",2320,"Sacred, Nothing is",16,2,0,0,2,0,0.002631579,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,1,1,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2321",2321,"The Iranian Liberal",16,1,3,1,0,0,0.002754821,0,0,2,0.044736842,20,4,20,0.427221172,3,0,0,1,-0.003478457,0.080502356,7,1,1,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2322",2322,"Vaness AntifaFan",16,2,2,2,0,0,0.002923977,0,0,2,0.044736842,20,4,20,0.427221172,2,0,0,1,-0.003478457,0.080502356,7,1,1,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2323",2323,"ziljin",16,1,0,0,1,0,0.002631579,0,0,2,0.044736842,20,4,20,0.427221172,1,0,0,1,-0.003478457,0.080502356,7,1,1,0,0,"0.121985","0.172441","0.830379","0.028371","0.107137"
"2324",2324,"AboxoroxRoxursox",16,1,3,0,1,0,0.002631579,0,0,3,0.044736842,20,4,20,0.465277778,3,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2325",2325,"Alex Jones Biotch",16,1,1,1,0,0,0.002770083,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2326",2326,"CastAway_Dave",16,2,2,2,0,0,0.002923977,0,0,3,0.044736842,20,4,20,0.465277778,2,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2327",2327,"Cecil Ivers",16,1,0,0,1,0,0.002631579,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2328",2328,"Cenk Uyger",16,1,3,1,0,0,0.002754821,0,0,3,0.044736842,20,4,20,0.465277778,3,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2329",2329,"DIZZY KNUTSAK",16,1,0,0,1,0,0.002631579,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2330",2330,"Egg Head",16,4,1,0,4,0,0.002631579,0,0,3,0.044736842,20,4,20,0.465277778,3,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2331",2331,"Gabriel Keegum",16,1,1,1,0,0,0.002770083,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2332",2332,"Herb Bluntman",16,3,3,3,0,0,0.003095975,0,0,3,0.044736842,20,4,20,0.465277778,3,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2333",2333,"Inbred Trumptard",16,2,0,0,2,0,0.002631579,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2334",2334,"J Briggs",16,5,1,0,5,0,0.002631579,0,0,3,0.044736842,20,4,20,0.465277778,2,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2335",2335,"John's Jizzed Beard",16,1,1,1,0,0,0.002770083,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2336",2336,"LexRuger718",16,2,2,2,0,0,0.002923977,0,0,3,0.044736842,20,4,20,0.465277778,2,0,0,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2337",2337,"Michael Thor",16,1,3,1,0,0,0.002754821,0,0,3,0.044736842,20,4,20,0.465277778,3,3,1,1,-0.003478457,0.118558962,7,1,0,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2338",2338,"Percius Westbrooks",16,1,2,1,0,0,0.002762431,0,0,3,0.044736842,20,4,20,0.465277778,2,0,0,1,-0.003478457,0.118558962,7,2,1,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2339",2339,"playandrepeat",16,1,1,1,0,0,0.002770083,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,2,1,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2340",2340,"Sacred, Nothing is",16,2,0,0,2,0,0.002631579,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,2,1,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2341",2341,"The Iranian Liberal",16,1,3,1,0,0,0.002754821,0,0,3,0.044736842,20,4,20,0.465277778,3,0,0,1,-0.003478457,0.118558962,7,2,1,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2342",2342,"Vaness AntifaFan",16,2,2,2,0,0,0.002923977,0,0,3,0.044736842,20,4,20,0.465277778,2,0,0,1,-0.003478457,0.118558962,7,2,1,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2343",2343,"ziljin",16,1,0,0,1,0,0.002631579,0,0,3,0.044736842,20,4,20,0.465277778,1,0,0,1,-0.003478457,0.118558962,7,2,1,0,0,"0.606694","0.206215","0.12578","0.53544","0.489707"
"2344",2344,"AboxoroxRoxursox",16,5,3,0,5,0,0.001976285,0,0,4,0.041501976,23,3,23,0.473840666,4,0,0,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2345",2345,"Alex Jones Biotch",16,1,1,1,0,0,0.002066116,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2346",2346,"CastAway_Dave",16,2,2,2,0,0,0.002164502,0,0,4,0.041501976,23,3,23,0.473840666,2,0,0,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2347",2347,"Cecil Ivers",16,1,0,0,1,0,0.001976285,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2348",2348,"Cenk Uyger",16,1,3,1,0,0,0.002057613,0,0,4,0.041501976,23,3,23,0.473840666,3,0,0,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2349",2349,"DIZZY KNUTSAK",16,1,0,0,1,0,0.001976285,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2350",2350,"Egg Head",16,4,1,0,4,0,0.001976285,0,0,4,0.041501976,23,3,23,0.473840666,3,0,0,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2351",2351,"Gabriel Keegum",16,1,1,1,0,0,0.002066116,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2352",2352,"Garrick Cahall",16,1,1,1,0,0,0.002066116,0,0,4,0.041501976,23,3,23,0.473840666,1,1,1,5,-0.004733961,0.118304667,7,2,0,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2353",2353,"Herb Bluntman",16,3,3,3,0,0,0.002272727,0,0,4,0.041501976,23,3,23,0.473840666,3,0,0,5,-0.004733961,0.118304667,7,3,1,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2354",2354,"Inbred Trumptard",16,2,0,0,2,0,0.001976285,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,3,1,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2355",2355,"J Briggs",16,5,1,0,5,0,0.001976285,0,0,4,0.041501976,23,3,23,0.473840666,2,0,0,5,-0.004733961,0.118304667,7,3,1,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2356",2356,"John's Jizzed Beard",16,1,1,1,0,0,0.002066116,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,3,1,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2357",2357,"LexRuger718",16,3,3,3,0,0,0.002272727,0,0,4,0.041501976,23,3,23,0.473840666,3,1,1,5,-0.004733961,0.118304667,7,3,1,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2358",2358,"Michael Thor",16,1,4,1,0,0,0.002053388,0,0,4,0.041501976,23,3,23,0.473840666,4,4,1,5,-0.004733961,0.118304667,7,4,2,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2359",2359,"Optimus Fine",16,1,1,1,0,0,0.002066116,0,0,4,0.041501976,23,3,23,0.473840666,1,1,1,5,-0.004733961,0.118304667,7,5,3,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2360",2360,"Percius Westbrooks",16,1,2,1,0,0,0.002061856,0,0,4,0.041501976,23,3,23,0.473840666,2,0,0,5,-0.004733961,0.118304667,7,6,4,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2361",2361,"playandrepeat",16,1,1,1,0,0,0.002066116,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,6,4,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2362",2362,"Precious Baylor",16,1,1,1,0,0,0.002066116,0,0,4,0.041501976,23,3,23,0.473840666,1,1,1,5,-0.004733961,0.118304667,7,6,4,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2363",2363,"Sacred, Nothing is",16,2,0,0,2,0,0.001976285,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,7,5,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2364",2364,"The Iranian Liberal",16,1,3,1,0,0,0.002057613,0,0,4,0.041501976,23,3,23,0.473840666,3,0,0,5,-0.004733961,0.118304667,7,7,5,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2365",2365,"Vaness AntifaFan",16,2,2,2,0,0,0.002164502,0,0,4,0.041501976,23,3,23,0.473840666,2,0,0,5,-0.004733961,0.118304667,7,7,5,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2366",2366,"ziljin",16,1,0,0,1,0,0.001976285,0,0,4,0.041501976,23,3,23,0.473840666,1,0,0,5,-0.004733961,0.118304667,7,7,5,0,0,"0.256058","0.222011","0.071516","0.188048","0.336194"
"2367",2367,"04mzwach",16,1,0,0,1,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2368",2368,"AboxoroxRoxursox",16,5,3,0,5,0,0.000609756,0,4,5,0.023170732,41,4,41,0.606113033,4,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2369",2369,"Alex Jones Biotch",16,2,2,2,0,0,0.000641026,0,0,5,0.023170732,41,4,41,0.606113033,2,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2370",2370,"Alexander Jones",16,1,2,1,0,0,0.00062461,0,0,5,0.023170732,41,4,41,0.606113033,2,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2371",2371,"Archduke Franz Ferdinand",16,2,3,0,2,0,0.000609756,0,1,5,0.023170732,41,4,41,0.606113033,3,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2372",2372,"Armando Gallegos",16,1,4,1,0,0,0.00062383,0,0,5,0.023170732,41,4,41,0.606113033,4,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2373",2373,"CallyMan",16,1,2,1,0,0,0.00062461,0,0,5,0.023170732,41,4,41,0.606113033,2,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2374",2374,"CastAway_Dave",16,2,2,2,0,0,0.000641026,0,0,5,0.023170732,41,4,41,0.606113033,2,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2375",2375,"Cecil Ivers",16,1,0,0,1,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2376",2376,"Cenk Ooogyr",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2377",2377,"Cenk Uyger",16,1,3,1,0,0,0.00062422,0,0,5,0.023170732,41,4,41,0.606113033,3,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2378",2378,"Daenerys Targaryen",16,2,1,0,2,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,2,0,0,0,-0.011189037,0.197673941,7,7,0,0,1,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2379",2379,"DIZZY KNUTSAK",16,1,0,0,1,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2380",2380,"Egg Head",16,5,2,1,4,4,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,4,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2381",2381,"FIVOTHREEFOUR",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,1,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2382",2382,"Gabriel Keegum",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2383",2383,"Garrick Cahall",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2384",2384,"Herb Bluntman",16,4,4,4,0,0,0.000693963,0,0,5,0.023170732,41,4,41,0.606113033,4,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2385",2385,"Inbred Trumptard",16,2,0,0,2,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2386",2386,"J Briggs",16,5,1,0,5,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,2,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2387",2387,"Jex134",16,1,1,1,0,0,0.000640615,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2388",2388,"John's Jizzed Beard",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2389",2389,"Jonathan Xavier",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2390",2390,"KING DROOPY",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2391",2391,"LexRuger718",16,3,3,3,0,0,0.000675219,0,0,5,0.023170732,41,4,41,0.606113033,3,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2392",2392,"Liberty Doctrine",16,2,0,0,2,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2393",2393,"Matt Krauss",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2394",2394,"Michael Thor",16,2,5,2,0,0,0.000639795,0,0,5,0.023170732,41,4,41,0.606113033,5,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2395",2395,"Mister Mood",16,8,0,0,8,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2396",2396,"Optimus Fine",16,3,2,1,2,2,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,3,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2397",2397,"Percius Westbrooks",16,1,2,1,0,0,0.000639795,0,0,5,0.023170732,41,4,41,0.606113033,2,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2398",2398,"playandrepeat",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2399",2399,"Precious Baylor",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2400",2400,"Sacred, Nothing is",16,2,0,0,2,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2401",2401,"Simon Winn",16,1,1,1,0,0,0.000640615,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2402",2402,"Slamz Dunk",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2403",2403,"Snarled !",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2404",2404,"The Iranian Liberal",16,1,3,1,0,0,0.00062422,0,0,5,0.023170732,41,4,41,0.606113033,3,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2405",2405,"tubsent",16,1,1,1,0,0,0.000625,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2406",2406,"Vaness AntifaFan",16,2,2,2,0,0,0.000657462,0,0,5,0.023170732,41,4,41,0.606113033,2,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2407",2407,"ziljin",16,1,0,0,1,0,0.000609756,0,0,5,0.023170732,41,4,41,0.606113033,1,0,0,0,-0.011189037,0.197673941,7,7,0,0,0,"0.57584","0.171414","0.106763","0.113754","0.276987"
"2408",2408,"123gwf",17,1,1,1,0,0,0.008264463,0,0,1,0.068181818,12,3,12,0.641975309,1,0,0,0,0.014688222,0.318768979,0,0,0,0,0,"0.2637","0.60447","0.023348","0.104257","0.247733"
"2409",2409,"Alexander Jones",17,1,1,1,0,0,0.008264463,0,0,1,0.068181818,12,3,12,0.641975309,1,0,0,0,0.014688222,0.318768979,0,0,0,0,0,"0.2637","0.60447","0.023348","0.104257","0.247733"
"2410",2410,"C Wilson",17,1,1,1,0,0,0.008264463,0,0,1,0.068181818,12,3,12,0.641975309,1,0,0,0,0.014688222,0.318768979,0,0,0,0,0,"0.2637","0.60447","0.023348","0.104257","0.247733"
