,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,,,,,,,,z23dvtzxysu1clytyacdp43a0vursstod1rnygfvur1w03c010c.1503460619345289,Whispering Snowman,1 month ago,1.51E+12,At least we passed 4th grade English.,10,/Neutral/Surprise/,Neutral,0.532,Surprise,0.637
,,,,,,,,z23dvtzxysu1clytyacdp43a0vursstod1rnygfvur1w03c010c.1503509004531213,Dru,1 month ago,1.51E+12,Your click did more for them than your comment did for you...,4,/Positive/Enthusiasm/,Positive,0.343,Enthusiasm,0.242
,,,,,,,,z23dvtzxysu1clytyacdp43a0vursstod1rnygfvur1w03c010c.1503519951720984,Hugh Jass,1 month ago,1.51E+12,What upsets you so much Aceroc? They're just playing videos of racist people and taking the piss out of them x,6,/Negative/Hate/,Negative,0.427,Hate,0.246
z22ifb0qqojvifggj04t1aokgigc355hbkttxeflwp2ork0h00410,jack johnson,1 month ago,1.51E+12,"The libturd idiots like this little turd ""Jimmy"" are out of ammo....they STARTED with ""racist and misogynist""....then it was Russia....then Trump`s mental health....now we are BACK to racism.....LMOO.....YOU GOT NOTHING....TRUMP IS WINNING.",1,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.518,Worry,0.244
z22ujfuxdunhcjxs4acdp4304hxobdjejx2y3xidqyhw03c010c,F��lix Bibeau,1 month ago,1.51E+12,"Jimmy, please run for Congress.",8,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.422,Worry,0.25
z23bz3wboyq4u1qoo04t1aokgd4yrvdirjmw3gozfkt3rk0h00410,HerkimerSnerd,1 month ago,1.51E+12,Trump brought the cockroaches out from under their rocks.,14,FALSE,0,,,,,,,/Positive/Love/,Positive,0.4,Love,0.231
z23ptbvrkzz3s1a32acdp434tw3zjuo5rc3dq1s2uhpw03c010c,Jonathan Holmes,1 month ago,1.51E+12,Trump is NOT the alt-right. Trump is just a normal Republican. They're all like this.,9,TRUE,6,,,,,,,/Negative/Anger/,Negative,0.465,Anger,0.266
,,,,,,,,z23ptbvrkzz3s1a32acdp434tw3zjuo5rc3dq1s2uhpw03c010c.1503492518604642,Alex Lewis,1 month ago,1.51E+12,Jonathan Holmes Trump is not just  a normal republican.  He is the leader of the United States.  He speaks for the country.,0,/Neutral/Surprise/,Neutral,0.391,Surprise,0.783
,,,,,,,,z23ptbvrkzz3s1a32acdp434tw3zjuo5rc3dq1s2uhpw03c010c.1503501249348612,Asher,1 month ago,1.51E+12,"trump is worse...  .  No other repugnantcan installed alt-right demagogues as chief of staff, consistently used dog-whistle rhetoric in his rallies, or garnered open support and approval from the kkk. Nor were the white supremacists so emboldened that they started to have weekly marches under his watch, while there were none under Obama, a BLACK man.",1,/Neutral/Surprise/,Neutral,0.424,Surprise,0.873
,,,,,,,,z23ptbvrkzz3s1a32acdp434tw3zjuo5rc3dq1s2uhpw03c010c.1503585429676456,Pat Peacock,1 month ago,1.51E+12,Alex Lewis no he don't speak for America.,1,/Negative/Worry/,Negative,0.461,Worry,0.245
,,,,,,,,z23ptbvrkzz3s1a32acdp434tw3zjuo5rc3dq1s2uhpw03c010c.1503585668638693,Asher,1 month ago,1.51E+12,"@pat peacock neither do you, or jonathon holmes, or alex lewis.....or anybody",0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.419,Empty tweets / Garbage / No sentiments,0.638
,,,,,,,,z23ptbvrkzz3s1a32acdp434tw3zjuo5rc3dq1s2uhpw03c010c.1503589920071795,Jonathan Holmes,1 month ago,1.51E+12,Trump doesn't speak for me. I don't let anyone speak for me.,1,/Negative/Worry/,Negative,0.552,Worry,0.248
,,,,,,,,z23ptbvrkzz3s1a32acdp434tw3zjuo5rc3dq1s2uhpw03c010c.1503590033432169,Asher,1 month ago,1.51E+12,Jonathan  Holmes  Then we are in agreement....he does not speak for me either,1,/Negative/Worry/,Negative,0.51,Worry,0.258
z223hhnjxzmbczxgx04t1aokgewsya3giveeg5gilzmmrk0h00410,iloveyoumadhuri,1 month ago,1.51E+12,"GOP has been implicitly racist and xenophobic for decades.- Eisenhower: Never gave minorities voting or civil rights. - Nixon: Created the drug War to create disparate jail outcomes for minorities- Reagan: Created for-profit prisons to increase jail outcomes for minorities, many of whom are poor; tax cuts for the rich (and white)- Pat Buchanan wanted to ban immigration of people of color and wanted a wallAs a result, GOP lovers have depicted blacks as lazy and felt blacks tried less hard when they got paid, wanted a wall along Mexico for years, acted racist toward Hispanics by racially profiling them and asking for their papers, and advocated for the war in Iraq because Iraq was a Muslim and brown country like Afghanistan.Trump just brought the racism out of them. Unfortunately, with Trump grabbing them by their genitals, career-first women not with Trump-supporting racists, a preponderance of homemakers and housewives, and a belief that the 1950s life was the best life for America, the GOP lovers will condone sexism and woman beating if, when, or after a pro-choice woman is elected president.You thought them equating racism to the acceptance of all races in any way was bad. As they revert, which they're doing a great job of now, don't be surprised by the sexism and condoning of woman beatings later on.",8,TRUE,4,,,,,,,/Negative/Hate/,Negative,0.484,Hate,0.234
,,,,,,,,z223hhnjxzmbczxgx04t1aokgewsya3giveeg5gilzmmrk0h00410.1503449588516389,King Richard,1 month ago,1.51E+12,iloveyoumadhuri All were fromer democrats and eisenhower was not a racist.,1,/Negative/Worry/,Negative,0.54,Worry,0.243
,,,,,,,,z223hhnjxzmbczxgx04t1aokgewsya3giveeg5gilzmmrk0h00410.1503499704951714,George,1 month ago,1.51E+12,"What about the democrats who refused to abolish slavery? Then once the republicans abolished it, the democrats legislated segregation. Then the republican congress, with few votes form democrats, repealed segregation laws. All of those confederate statues are monuments to democrats. Republicans were anti slavery, and anti segregation. What about Bill Clinton changing the severity of Crack cocaine penalties? What about FDR showing pro KKK films in the white house, while also excluding blacks from his New Deal entitlements? The Nazis literally took their anti-Semitic legislation straight from FDR and the democrats anti black legislation in America. The Democrats are the party of racism. As for the wall, Bill and Hillary Clinton supported a barrier along the border in the  90s. Its not racist to control immigration. You cant have an open field land border with a third world country. 75% of South and Central American immigrants take government benefits. Compared to 28% of European immigrants and 17% of Asian immigrants. Controlling the border is only logical.",2,/Negative/Hate/,Negative,0.379,Hate,0.251
,,,,,,,,z223hhnjxzmbczxgx04t1aokgewsya3giveeg5gilzmmrk0h00410.1503501860189897,Asher,1 month ago,1.51E+12,"What you said (At least in the beginning)  is true.  However The parties have changed... Democrats are no longer the party that they were, and neither are thev republicans.  The Republicans are now the party of white nationalism,and anti white sentiment. while democrats are at least more compassionate.Maybe its because blacks have joined the democrats, as far as ther ebeing a black President.  Hence your argument was valid, if you made it 50-100 years ago. That is why there are so few black repugnantcans now.",1,/Negative/Worry/,Negative,0.416,Worry,0.24
,,,,,,,,z223hhnjxzmbczxgx04t1aokgewsya3giveeg5gilzmmrk0h00410.1503517064881013,William Davenport,1 month ago,1.51E+12,"iloveyoumadhuri  Eisenhower faught against segregation and passed a civil rights act. Eisenhower sent federal troops to Little Rock, Arkansas after Governor Orval Faubus attempted to defy a federal court order calling for desegregation of Little Rock public schools. The soldiers escorted nine African-American students to Little Rock Central High School. He wrote legislation that would create a Civil Rights Commission in the executive branch and a civil rights department in the Justice Department, along with protecting voting rights; Nixon stepped in to break a filibuster in the Senate, leading to the passage of the Civil Rights Act of 1957. That act, along with the Civil Rights Act of 1960, constituted the first significant civil rights acts since 1875. Eisenhower made clear his stance in his first State of the Union address in February 1953, saying, ""I propose to use whatever authority exists in the office of the President to end segregation in the District of Columbia, including the Federal Government, and any segregation in the Armed Forces."" He moved quickly to end resistance to desegregation by using government control of military spending to compel compliance from military officials. ""Wherever Federal Funds are expended,"" he told reporters in March, ""I do not see how any American can justify a discrimination in the expenditure of those funds."" Later, when Secretary of the Navy Robert B. Anderson stated in a report, ""The Navy must recognize the customs and usages prevailing in certain geographic areas of our country which the Navy had no part in creating,"" Eisenhower responded saying, ""We have not taken and we shall not take a single backward step. There must be no second class citizens in this country.""",1,/Neutral/Surprise/,Neutral,0.391,Surprise,0.743
z224vp2z2s2wzx4rs04t1aokgjcvq2zsh1zmjsmivgo1rk0h00410,Fuccyootoo,1 month ago,1.51E+12,"Ah Jimmy Dore, the guy who said Clinton would be worse than Trump. Move along.",3,TRUE,4,,,,,,,/Neutral/Surprise/,Neutral,0.427,Surprise,0.775
,,,,,,,,z224vp2z2s2wzx4rs04t1aokgjcvq2zsh1zmjsmivgo1rk0h00410.1503434486305875,bloodraighna,1 month ago,1.51E+12,"He's critical of all sides. Please. Isn't that what you guys want? Also, that's his opinion. He's right on lots of other things.",2,/Negative/Worry/,Negative,0.446,Worry,0.255
,,,,,,,,z224vp2z2s2wzx4rs04t1aokgjcvq2zsh1zmjsmivgo1rk0h00410.1503452120937085,aLOOF gOALS,1 month ago,1.51E+12,a clinton win would have consolidated the Neoliberal political strategy as a winning strategy and the next trump in 2020 would have been even worse,2,/Neutral/Surprise/,Neutral,0.449,Surprise,0.613
,,,,,,,,z224vp2z2s2wzx4rs04t1aokgjcvq2zsh1zmjsmivgo1rk0h00410.1503500086049363,George,1 month ago,1.51E+12,Trump has been great. The media tries to paint him as a racist because he's willing to criticize Antifa.,0,/Positive/Relief/,Positive,0.419,Relief,0.249
,,,,,,,,z224vp2z2s2wzx4rs04t1aokgjcvq2zsh1zmjsmivgo1rk0h00410.1503526630815213,aLOOF gOALS,1 month ago,1.51E+12,Muh Media!!11,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.455,Empty tweets / Garbage / No sentiments,0.612
z22yir05uwnti1m0macdp430wrc5nqeuxfvdglbbgnpw03c010c,Bahram Gur,1 month ago,1.51E+12,"I don't get why communists don't campaign against welfare, so they can stoke the fires of the proletarian revolutionary spirit while organizing and arming the poor. Wait a minute...maybe the Republicans are the real secret commies?!",1,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.719,Worry,0.253
z23jj1giykihhl3b204t1aokgmwtbvmgc5fz0wvv0oqdrk0h00410,UsernameFECKLE,1 month ago,1.51E+12,I feel like Michael Steele may be leaving the (R)s sometime in the next year or two.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.482,Worry,0.238
z22vdluxypujc33qk04t1aokgb3vijcpin1bjaxh1dn0bk0h00410,Trey Corte�_,1 month ago,1.51E+12,The democrats are the racists!!! Play the race card all you want jimmy and the Dems will LOSE ONCE AGAIN! BRING IT ON!!!,5,TRUE,3,,,,,,,/Positive/Enthusiasm/,Positive,0.384,Enthusiasm,0.267
,,,,,,,,z22vdluxypujc33qk04t1aokgb3vijcpin1bjaxh1dn0bk0h00410.1503426226859331,Philip Hall,1 month ago,1.51E+12,I'm afraid you've been asleep at the wheel dear I'm all too certain you want to say that the party switch is a myth don't you?,6,/Negative/Worry/,Negative,0.579,Worry,0.224
,,,,,,,,z22vdluxypujc33qk04t1aokgb3vijcpin1bjaxh1dn0bk0h00410.1503500243433517,George,1 month ago,1.51E+12,"The party switch is a myth. The republicans stood for small non centralized government and individual freedom 150 years ago, and the democrats stood for large centralized government. The parties have not changed. The only thing that changed is that the republicans repealed segregation laws and now the democrats pretend they never supported it.",1,/Negative/Worry/,Negative,0.439,Worry,0.241
,,,,,,,,z22vdluxypujc33qk04t1aokgb3vijcpin1bjaxh1dn0bk0h00410.1503516092039227,Philip Hall,1 month ago,1.51E+12,"That's and utter Lie mainly because the very Idea of a Confederacy was part of Non Centralized Government compared to a Union that is Literally what a Confederacy is A non centralized Government That's part of the Definition. Mere logic alone shows either your lying or your stupid. The idea of a Confederacy came from the remnants of the anti-Federalist. The DemocraticRepublicans were created to Oppose the Federalist absorbing the Anti-federalist party after the Federalist created a Centralized Government known as The Union. Later the DemocracticRepublicans split one heading to the North taking up Northern Whigs position which resembled the Federalists the other the South absorbing southern whigs resembling anti-federalist ideals of a decentralized government that's where the Idea of a Confederacy came from. but sure lets pretend the parties never switch. If the parties Never Switched then you have to explain1) How do you explain the changing dynamics of ethic groups from asians blacks whites mexicans and so On as well as religious groups and economic groups from particular career choices (example scientist that normally vote liberal go from republican to democratic over the years) all these demographics are showing a changing trend of the people who once voted for democrats slowly changing their vote to Republicans and vise versa due to one party becoming Conservative and the other Liberal over time 2) How do you explain that geographically the traditional Conservative Southern states that All once Voted Democrat during the civil war era Now Vote Republican as well as other political geographic locations Such as the North East that Vote Republican during the Civil war now Vote Democrat and many more showing the same trend 3) Why is it that these demographics never deviate significantly from the same political issues but vote consistently generation after generation on these issues would go from democrat to republican or republican to democrat if the parties did not exchange/switch their political platforms 4)How is it that the Republican Political Platforms of Today Mirrors that of the Democratic platform of the Civil War Era 5) Why is that Republicans Tax plans follow similar tax plans that Democrats used during the Civil war 6)Why do Republicans Jerry-mander in efforts to restrict voting rights of African Americans and Civil Rights Workers 7) How do you account that all hate groups working against civil rights for blacks women minorities and LGQTB Identify as Conservative and Identify as White Supremacist Mainly Vote Republican 8) Why are there Laws that disproportionately incarcerate blacks indicative of systemic racism that had always been passed in historical Southern and Conservative States on the democratic ticket of yester year now being passed in those Same states Under the Republican Ticket? 9) Why do families with long standing histories of abolitionists and educators have ancestors that were in the republican party but now whose descendants who hold the same views and still continue to fight for civil rights and higher education, which is what the slave driving conservative confederates were against, are now democrats with grandparents or even worse great grandparents who can tell them why they their friends other families and political leaders and people with political oppositions toward them switched parties?10) Why was The Civil Rights Act of 1964  written by a democratic congressman, passed by a democratic house and senate, and signed into law by a Democratic president and passed with democrats 65% Senate 59% House and against Republican 35% Sentate 41%House",0,/Negative/Hate/,Negative,0.561,Hate,0.241
z23yzrwh2zzqdtaxp04t1aokghbsn3qv414xhqheu20ibk0h00410,aaronpolitical,1 month ago,1.51E+12,"WHAT??? Jimmy is criticizing Republicans?  Once per Solar Eclipse, I guess!",2,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.501,Surprise,0.752
z22fdtbj1nqay51fcacdp4354cocxb22d2rp3svvpdxw03c010c,Will Wright,1 month ago,1.51E+12,"Jimmy, You have to go in! Jimmy you and tyt should make it your business not to let these Republicans distance themselves from The Racist and Chief! Go, Ham! We need the material so we can troll these f*ckers!",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.407,Worry,0.26
z22lebqzbwehxbugb04t1aokgcjboihgwj2ufb5hchkark0h00410,george boole,1 month ago,1.51E+12,"""Black Americans should demand jobs, not food stamps'' ????????????????I loved the ""choking look on his face"" when he (Newt) got confronted by that. Yet his racist supporters in the Repiglican party cheer him on.",2,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.454,Worry,0.245
z23vjrepfm2jdhndcacdp433neccl1p2xvohvzjay0dw03c010c,Alan Deptula,1 month ago,1.51E+12,"Yep Donald, Keep the folks fighting among themselves and have the media focus on it perpetually, they'll never figure out what we're really up to.",1,TRUE,2,,,,,,,/Negative/Worry/,Negative,0.444,Worry,0.232
,,,,,,,,z23vjrepfm2jdhndcacdp433neccl1p2xvohvzjay0dw03c010c.1503414714274590,bgt125,1 month ago,1.51E+12,Yep Trumpanzees. Keep pretending that he isn't the Con Man In Chief only because of HOW HORRIBLE HILLARY CLINTON IS. Have fun supporting openly the Klan and Nazis!,0,/Negative/Hate/,Negative,0.516,Hate,0.232
,,,,,,,,z23vjrepfm2jdhndcacdp433neccl1p2xvohvzjay0dw03c010c.1503415508655761,george boole,1 month ago,1.51E+12,"bgt125:Trumpanzees...I love it.",0,/Positive/Love/,Positive,0.854,Love,0.761
z230sjrg0xn4ehnthacdp4353uj52vh3vmjudq3fdt5w03c010c,Immortal Kdude,1 month ago,1.51E+12,Mluti cultural doesn't mean  more black people,0,TRUE,2,,,,,,,/Negative/Hate/,Negative,0.454,Hate,0.23
,,,,,,,,z230sjrg0xn4ehnthacdp4353uj52vh3vmjudq3fdt5w03c010c.1503411301553261,xebek,1 month ago,1.51E+12,"Do look up ""straw man argument"". Also, nobody knows what ""Mluti cultural"" means. Do try again.",2,/Negative/Worry/,Negative,0.363,Worry,0.268
,,,,,,,,z230sjrg0xn4ehnthacdp4353uj52vh3vmjudq3fdt5w03c010c.1503433745453895,San Qiang Li,1 month ago,1.51E+12,"Actually, plenty of people know what 'multi cultural' means.",0,/Neutral/Surprise/,Neutral,0.349,Surprise,0.819
z23difkjixbbebzubacdp430oqm2dxwmz3mlvr2lx5dw03c010c,Lightning 227,1 month ago,1.51E+12,This is one of few times where I strongly agree with you Jimmy.,1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.382,Surprise,0.843
z22cixl42mitzj5fsacdp434mldbfft2wyiywh0z1h5w03c010c,Tebigong101,1 month ago,1.51E+12,"Trump is why I left the Republican party when I saw the lack of response from the majority of Republicans I was like well we know where these folks really stand. The Democrats are only slightly better, but only by virtue of being more diverse but as has been said by everyone the establishment of both parties is rotten so really Independent is the way to go.",8,TRUE,1,,,,,,,/Negative/Sadness/,Negative,0.571,Sadness,0.256
,,,,,,,,z22cixl42mitzj5fsacdp434mldbfft2wyiywh0z1h5w03c010c.1503404638716001,PhixemTV,1 month ago,1.51E+12,Tebigong101 *Drops mic,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.396,Empty tweets / Garbage / No sentiments,0.59
z23fwnb5ntjwy13eyacdp431ztvuduehgjchc5cx4jhw03c010c,tigwe6,1 month ago,1.51E+12,That newt Gingrich clip was cringeworthy,9,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.352,Surprise,0.678
z23ud1542mm0wvxncacdp432gzrusxm4xdgyz1mt20tw03c010c,Amir Fahmi,1 month ago,1.51E+12,Newt doesn't care about racism that much...,5,TRUE,1,,,,,,,/Negative/Worry/,Negative,0.522,Worry,0.234
,,,,,,,,z23ud1542mm0wvxncacdp432gzrusxm4xdgyz1mt20tw03c010c.1503401998746834,Terry Lambert,1 month ago,1.51E+12,She doesn't care about anything except power.,2,/Negative/Worry/,Negative,0.467,Worry,0.244
z23xxp2wwpycdfcif04t1aokggd4edpidwymikvfyhuurk0h00410,Tobias Engel,1 month ago,1.51E+12,"Lmao, Jake Tapper is my guy but Jimmy just ethered him.",2,TRUE,1,,,,,,,/Negative/Hate/,Negative,0.429,Hate,0.241
,,,,,,,,z23xxp2wwpycdfcif04t1aokggd4edpidwymikvfyhuurk0h00410.1503398271076216,duhsmersh,1 month ago,1.51E+12,jake tapper is your guy? so you're a retarded right winger who watches mainstream media? lol,0,/Positive/Fun/,Positive,0.52,Fun,0.262
z22chz5o2ub5cze3oacdp432uitgfa0j0x50x1pc4glw03c010c,Nora Liliannita,1 month ago,1.51E+12,I love Jimmy when he's firing off about the truth,9,FALSE,0,,,,,,,/Positive/Love/,Positive,0.494,Love,0.407
z232spaolz31efgqt04t1aokglc40e5yfwclulqacec1bk0h00410,BIGWORLD0074,1 month ago,1.51E+12,Trump tried raping a13 year old child _��_,2,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.462,Surprise,0.56
z224f3kgrzbvfxb1hacdp433yeqhvt2nnnz2wvkdou5w03c010c,kannibalZZ,1 month ago,1.51E+12,"Quite simply, the Republican Party is the party of racists.  That is all.",16,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.492,Worry,0.246
z234hbvjrvapj5etqacdp434mdiy4mw2ceiuommfc3tw03c010c,shonenlad one,1 month ago,1.51E+12,"Where's the ""Duh"" button? Have you seen the still relatively high support among Republican voters for Trump? And lets not forget  these Republican politicians, tweeting about how ""horrified"" and ""disappointed"" they are in Trump's racist tendencies, while still opting to support him in EVERY OTHER WAY. That's the Republican game. Be a gathering of despicable dog-whistling, nuanced, racist, pieces of shit... then when they get caught, feign as much indignation as humanly possible and call the other side MORE racist. Works like a charm..... on the gullible",6,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.521,Worry,0.23
z23lgbjbhuajil5lzacdp432knn5b4itxejsumzihwlw03c010c,mmzen,1 month ago,1.51E+12,My dream is to one day find a Mexican woman who will rape me.,3,TRUE,1,,,,,,,/Neutral/Surprise/,Neutral,0.433,Surprise,0.727
,,,,,,,,z23lgbjbhuajil5lzacdp432knn5b4itxejsumzihwlw03c010c.1503399182105249,Landon Smith,1 month ago,1.51E+12,mmzen Im just gonna file this under things i didnt need to know lol,2,/Negative/Worry/,Negative,0.469,Worry,0.231
z22jfjnp0zvyhjr2hacdp43apn0033pptrptu1bvxndw03c010c,Dan Sanger,1 month ago,1.51E+12,When you click a TYT link and are immediately confronted with the face of Trump apologist Jimmy Dore.  Ugh!,1,TRUE,2,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.412,Empty tweets / Garbage / No sentiments,0.52
,,,,,,,,z22jfjnp0zvyhjr2hacdp43apn0033pptrptu1bvxndw03c010c.1503434918366923,bloodraighna,1 month ago,1.51E+12,Wtf he is not a Trump apologist. Do you even listen to what he says???,0,/Neutral/Surprise/,Neutral,0.508,Surprise,0.849
,,,,,,,,z22jfjnp0zvyhjr2hacdp43apn0033pptrptu1bvxndw03c010c.1503446812476031,HerkimerSnerd,1 month ago,1.51E+12,"Dore at least gives it to both sides, unlike other ""liberal"" commentators that spring to mind. cough, cough, Sargon, cough",0,/Neutral/Surprise/,Neutral,0.461,Surprise,0.605
z22sttfj5zqmc1f3cacdp43bgazhdguo2sde2242pklw03c010c,Rick Starr,1 month ago,1.51E+12,Jimmy is way wrong. Barack Obama released his birth certificate in 2008. That's EIGHT YEARS before Trump stopped talking about it.,9,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.385,Surprise,0.635
z23ysfbipyv0yxd3kacdp435i4otyj4eddqnqbei5zlw03c010c,King Reo,1 month ago,1.51E+12,This guy is horrible,0,TRUE,1,,,,,,,/Negative/Hate/,Negative,0.537,Hate,0.27
,,,,,,,,z23ysfbipyv0yxd3kacdp435i4otyj4eddqnqbei5zlw03c010c.1503433803284997,San Qiang Li,1 month ago,1.51E+12,Which guy?,0,/Neutral/Surprise/,Neutral,0.415,Surprise,0.775
z22jdhfyrrq3zdlr404t1aokgwhnhogfz2u2fsfbahdvbk0h00410,ArwingFighter,1 month ago,1.51E+12,"both parties are the same, the dems and repubs have been passing the torch to one another for decades. two wings on the same vulture, the vulture being the federal reserve which has destroyed the us financial system",2,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.393,Sadness,0.265
z22rhxbbysaiuf3qa04t1aokgxs1icm3e0lzjehutsdsrk0h00410,daboys1215,1 month ago,1.51E+12,Love how they beg for money at the end. Oh the irony.,0,TRUE,1,,,,,,,/Positive/Love/,Positive,0.427,Love,0.496
,,,,,,,,z22rhxbbysaiuf3qa04t1aokgxs1icm3e0lzjehutsdsrk0h00410.1503376634230252,SANFORD,1 month ago,1.51E+12,daboys1215 What does asking for money have to do with racism?,8,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.502,Empty tweets / Garbage / No sentiments,0.638
z23owzyb1nbcvxuk3acdp43afkd41owadueajllhk31w03c010c,Raven Dawn Head,1 month ago,1.51E+12,She could have... nobody wouldn't have believed her.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.417,Worry,0.275
z23gjncxur3zclehg04t1aokggwm1coua1z1oedqwkrprk0h00410,DNAsGhostzHouze,1 month ago,1.51E+12,99% of Congress need a trip down a flight of concrete stairs.,6,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.505,Worry,0.26
z23yvvvxjqyjfdlmyacdp435rmxchzeo1ujvdiu0oo5w03c010c,NebulaTV,1 month ago,1.51E+12,Cry baby liberals and identity politics. Need substance. As bad as Trump is he will win again in 4 years because you went off the rails. Even Louis Farrakhan said should be a MUslim ban,0,TRUE,2,,,,,,,/Negative/Worry/,Negative,0.505,Worry,0.229
,,,,,,,,z23yvvvxjqyjfdlmyacdp435rmxchzeo1ujvdiu0oo5w03c010c.1503399302104276,Landon Smith,1 month ago,1.51E+12,"NebulaTV i dont know man, i might be living in a parallel universe but with mounting evidence it looks like four years from now trumps gonna be in jail.",1,/Negative/Worry/,Negative,0.396,Worry,0.275
,,,,,,,,z23yvvvxjqyjfdlmyacdp435rmxchzeo1ujvdiu0oo5w03c010c.1503446930371716,HerkimerSnerd,1 month ago,1.51E+12,The right uses identity politics too. Don't be a useful idiot.,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.444,Empty tweets / Garbage / No sentiments,0.622
