,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
z22ytztaxom2hbazn04t1aokg4tfiyai43bdst0qoctabk0h00410,just amazed,1 month ago,1.51E+12,The Democats are Poverty Pimp self enriching criminals. Sorry Jimmie nothing left to salvage in the Democratic Party!!,0,TRUE,2,,,,,,,/Negative/Sadness/,Negative,0.46,Sadness,0.224
,,,,,,,,z22ytztaxom2hbazn04t1aokg4tfiyai43bdst0qoctabk0h00410.1503355994382147,rockyea85,1 month ago,1.51E+12,Those aren't real Democrats. You are talking about corporate Democrats.,11,/Neutral/Surprise/,Neutral,0.347,Surprise,0.656
,,,,,,,,z22ytztaxom2hbazn04t1aokg4tfiyai43bdst0qoctabk0h00410.1503356946708767,Vaness AntifaFan,1 month ago,1.51E+12,"rockyea85, yes that's right.  i'm no fan of jimmy except he would never promote corporate democrats.",0,/Neutral/Surprise/,Neutral,0.418,Surprise,0.636
z234zn4gqwurzf2n0acdp434sls3ktqidhqc5qawwqlw03c010c,Dredzone The Blogger,1 month ago,1.51E+12,"Breathe, Jimmy - just breathe.  LOL  Love you, your show & TYT!",7,FALSE,0,,,,,,,/Positive/Love/,Positive,0.623,Love,0.495
z22ghhua4snpt3z0yacdp430gplpgd33ikdodoysl15w03c010c,BobsGuns,1 month ago,1.51E+12,Thought this was go to be an interesting video but then I saw Jimmy's cooked up mug and left.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.482,Surprise,0.586
z23sir2qexuqdxsb104t1aokg2fameur2jigdinzxya1rk0h00410,Don Dowdle,1 month ago,1.51E+12,"Just name it, just name the problem. Radical Republican Conservatives. If we just name it we can deal with it.",19,TRUE,4,,,,,,,/Positive/Fun/,Positive,0.391,Fun,0.258
,,,,,,,,z23sir2qexuqdxsb104t1aokg2fameur2jigdinzxya1rk0h00410.1503355393926096,First lady Princest Ivanka,1 month ago,1.51E+12,^  ^  ^,3,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,z23sir2qexuqdxsb104t1aokg2fameur2jigdinzxya1rk0h00410.1503358722272902,MemberBerry,1 month ago,1.51E+12,"Black Americans have killed more Black Americans in the last 6 months then the KKK and Nazis combined in the last 86 years. If you need the source, let me know sexy pants :) maybe instead of calling everyone you don't agree with Alt right or whatever, maybe look at the democrat ran cities that have crime rates through the roof. You don't want Americans to thrive, you just hate people who don't agree with your views on politics and life.",0,/Negative/Hate/,Negative,0.403,Hate,0.275
,,,,,,,,z23sir2qexuqdxsb104t1aokg2fameur2jigdinzxya1rk0h00410.1503360019942080,Lulu Tyson,1 month ago,1.51E+12,HammerKawk How many white people have killed white people in that same six months?,6,/Negative/Hate/,Negative,0.381,Hate,0.246
,,,,,,,,z23sir2qexuqdxsb104t1aokg2fameur2jigdinzxya1rk0h00410.1503363092286861,Banana Republic USA,1 month ago,1.51E+12,"HammerKawk: Democrats run the cities because Republicans ran away from them. Meanwhile, inner cities have been poor and difficult places interspersed with capitalist attractions since ancient times.",1,/Negative/Sadness/,Negative,0.501,Sadness,0.233
z22fdhgx4zjcv1rae04t1aokgjzysxob44iqsn1rscpurk0h00410,Ron Sheridan,1 month ago,1.51E+12,Is this a winning strategy Democrats in 2018?,1,TRUE,1,,,,,,,/Negative/Hate/,Negative,0.405,Hate,0.235
,,,,,,,,z22fdhgx4zjcv1rae04t1aokgjzysxob44iqsn1rscpurk0h00410.1503359038200027,MemberBerry,1 month ago,1.51E+12,"Ron Sheridan no, and we are going to lose again. I can guarantee it and I would put $10,000 on it. I have that much faith that the democrats will lose hard in 2020. And everyone will be called a racist at some point, to the point of the word being overused, overdone, and over exaggerated.",0,/Negative/Worry/,Negative,0.513,Worry,0.269
z22zhhc4csb2tvqij04t1aokgtypcot5aestzk14xed0rk0h00410,PWNED5805,1 month ago,1.51E+12,The democrats invented the southern strategy though? Agree with Jimmy 100% otherwise though,0,TRUE,1,,,,,,,/Neutral/Surprise/,Neutral,0.474,Surprise,0.538
,,,,,,,,z22zhhc4csb2tvqij04t1aokgtypcot5aestzk14xed0rk0h00410.1503360664521477,Chris Hakala,1 month ago,1.51E+12,PWNED5805 Republicans invented the southern strategy when Democrats started pushing for civil rights���something that they knew would cost them the south for a generation.,2,/Neutral/Surprise/,Neutral,0.385,Surprise,0.626
z23ctzaywpf1ifowr04t1aokg3l3inc0dwwiybnlop0frk0h00410,Ritzy Ritz,1 month ago,1.51E+12,Dog whistle...air horn...air raid siren.,4,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.36,Worry,0.231
z23gvt5pzontycv1m2hd0setdsdmdgat4ngd1eblyj00u00c2,snipervictim,1 month ago,1.51E+12,Anna just told young black people they are lazy and need to pull themselves up by their boot straps by leaning a second language so they can get a job a McDonald's so people who call themselves libs are just as bad. MLK said nothing scared him like a northern liberal and this is why Trump Sid something wrong granted but he didn't help bring the prison industry main stream that was he Clinton's.,3,TRUE,5,,,,,,,/Negative/Hate/,Negative,0.626,Hate,0.231
,,,,,,,,z23gvt5pzontycv1m2hd0setdsdmdgat4ngd1eblyj00u00c2.1503356746809771,Vaness AntifaFan,1 month ago,1.51E+12,you sound very poorly educated.,6,/Negative/Worry/,Negative,0.652,Worry,0.265
,,,,,,,,z23gvt5pzontycv1m2hd0setdsdmdgat4ngd1eblyj00u00c2.1503356810949854,snipervictim,1 month ago,1.51E+12,Sure sound really comes through on the internet .,0,/Negative/Worry/,Negative,0.377,Worry,0.248
,,,,,,,,z23gvt5pzontycv1m2hd0setdsdmdgat4ngd1eblyj00u00c2.1503360604226426,Cadillac Kadafi N Kayla,1 month ago,1.51E+12,Vaness thebest lol,0,/Positive/Fun/,Positive,0.823,Fun,0.559
,,,,,,,,z23gvt5pzontycv1m2hd0setdsdmdgat4ngd1eblyj00u00c2.1503363941697941,Mablak,1 month ago,1.51E+12,"It's always funny when conservatives like yourself try to 'use racism against us', as if we can't see through these poor arguments. Ana describes a 2nd language as a skill for anyone, not just for black people. And no, liberals are not 'just as bad'. There are racist liberals, but the GOP is about 100 times worse.",3,/Negative/Hate/,Negative,0.679,Hate,0.232
,,,,,,,,z23gvt5pzontycv1m2hd0setdsdmdgat4ngd1eblyj00u00c2.1503364513848615,snipervictim,1 month ago,1.51E+12,"1 your wrong by a very large margin liberals are much worst they smile in your face and stab you in the back it is amazing Hillary can come out and call young black men super predators and no one cried . Trump says both sides and people look for a way to boohoo well I am not buying it because I live the life you people come on here acting like you know. Ana was talking about people who are here illegally taking the jobs of black people who live here this was not a general question it was VERY specific and she said blacks should learn to speak a second language and in places like Chicago were they have has the largest school closing in history that might be hard. The fact that YOU come with the same tired bullshit blacks have always gotten from liberals is very telling you don't understand the struggle so you mock it and speak down to people you don't agree with  it is tired old and very bigoted . Liberals are not always right and conservatives are not always wrong and if your ever going to grow-up you need to understand this .",0,/Negative/Hate/,Negative,0.636,Hate,0.259
z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410,EtheJo,1 month ago,1.51E+12,"Nice let's just cut the part of Trumps answer so it suits our ideas...typical liberal shit.  I do not support Trump, but I support actually showing someone's reasoning behind there thoughts. Typical propaganda, all republicans are racists.  Grow up.",1,TRUE,12,,,,,,,/Negative/Hate/,Negative,0.511,Hate,0.234
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503354093172089,Great Raggg,1 month ago,1.51E+12,what are trumps reasons defend him with words he didnt say,1,/Negative/Hate/,Negative,0.481,Hate,0.249
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503355463622236,First lady Princest Ivanka,1 month ago,1.51E+12,SHURE Trump fanboy.  That's not what I saw in the video.,3,/Neutral/Surprise/,Neutral,0.548,Surprise,0.861
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503356294571197,EtheJo,1 month ago,1.51E+12,"Okay, how about we talk like adults; meaning with proper punctuation, grammar and spelling.  I know it's hard for you left wing cucks, but at least try. Great Raggg, it is not my place to defend what Trump says it's his.  That is why I said not to cut is response to the question to less than 10 seconds and show the rest of what he said. First lady Princest Ivanka, your comment makes no sense to what I was talking about.  Maybe you did not see that in the video because they cut all of Trumps answers to 5 second clips so they could just edit them in to trick mindless zombies like you.  Also learn how spell ""Princess"" you child.",0,/Negative/Worry/,Negative,0.535,Worry,0.25
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503356830049480,Vaness AntifaFan,1 month ago,1.51E+12,"more long winded garbage without a link.  perhaps 'princest' is deliberate?  as in incest?  are you pissythat you couldn't be at mar-a-lago last weekend to watch him pounding his daughter as usual?",2,/Negative/Worry/,Negative,0.423,Worry,0.233
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503356931752805,JoeyFiveandDimes,1 month ago,1.51E+12,"Baloney ! Republicans have tacitly accepted racism as a strategy for decades. They need the ignorant redneck vote, because they can't come anywhere near 50% without it. Coded racism is the Republican shroud that obscures how terrible their policies are for everyone except the 1% billionaire class.",2,/Negative/Worry/,Negative,0.574,Worry,0.246
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503357719622607,EtheJo,1 month ago,1.51E+12,"(Vaness thebest) First off, what are you talking about ""a link"" I did not say anything that requires me site anything.  All I am saying is let someone explain themselves, it's not a hard concept to wrap your head around.  Secondly, you are probably right about the ""princest"" thing, did not catch that.  Thirdly, no I have better shit to do with my life.(JoeyFiveandDimes)  First off the democratic party was the first party to use racial tactics.  Second, all parties favor a group of people,  the republicans with the rural people and the democrats with the college students, immigrants, blacks, and cucks.  Neither party could win without doing that you child, know what you are talking about.",0,/Negative/Worry/,Negative,0.547,Worry,0.252
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503359625370471,MemberBerry,1 month ago,1.51E+12,"JoeyFiveandDimes then how come Trump got more black votes then Romney? Try backing up your statement. If the republicans are so racist, then why are more latino and black Americans voting republican across the nation?",0,/Neutral/Surprise/,Neutral,0.472,Surprise,0.623
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503359944015706,Great Raggg,1 month ago,1.51E+12,"wasnt romney's opponent a half black man? that could be a reason why, and on top of that you speak about black conservative votes like they are at an all time high, again he lost the popular vote so those numbers arent even able to support your argument. the alt right literally took to the streets and the kkk showed their support because as they have said, ""we share the same beliefs"". Republicans are publicly denouncing trump due to him being seen as a supporter f bigotry",2,/Negative/Hate/,Negative,0.434,Hate,0.233
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503360118604896,Great Raggg,1 month ago,1.51E+12,you have literally no case,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.411,Empty tweets / Garbage / No sentiments,0.62
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503363926816282,EtheJo,1 month ago,1.51E+12,"Gregg Raggg, lol ""you speak about black conservative votes like they are at an all time high, again he lost the popular vote so those numbers arent even able to support your argument"", that doesn't make any sense, those are not connected at all.  And just because the KKK support Trump doesn't mean that he supports the ideals of the KKK, they are just saying these things to get their name in the media.  Give actual evidence of Trump saying things that support the ideals of the KKK.",0,/Negative/Boredom/,Negative,0.57,Boredom,0.217
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503364939182521,Great Raggg,1 month ago,1.51E+12,"he called them nice folks, and would not shame them in his first address. listen to what he says all through his campaign he dog whistled to them constantly. Look at how republicans turned on him and denounced white supremacy and trump has yet to do that. Stop being blind as the only people on his side are these people at this point",1,/Neutral/Surprise/,Neutral,0.395,Surprise,0.841
,,,,,,,,z23hsxljtxeogx0ig04t1aokgcxotfoyofuhdclb2mlvbk0h00410.1503365774437103,EtheJo,1 month ago,1.51E+12,"Great Raggg, First all he calls everyone nice folks.  Secondly I need some actual sited sources, like videos, I know you cucks just like to throw out some shit out there without any proof.  Thirdly, of course the other republicans are against Trump they were against him from the beginning you dipshit, and now they found a band wagon to hop on to keep their name relevant.  Fourthly, he did denounce the white supremacy act of violence.  Even if he didn't you can't say someone is a part of a group if they did not denounce that group, that's a logical fallacy.  Try to use some resemblance of logic. Also on that point Obama never denounced the violent act of BLM and no one went after him...hhhhmmm....could this be an example of racism against whites?????",0,/Negative/Worry/,Negative,0.632,Worry,0.255
z22fsbnhkoupi5lvvacdp433gvgszwtn2lhers1wwjdw03c010c,William Davenport,1 month ago,1.51E+12,"Overcoming income inequality can only be done generational, not with a presidential term. The federal government can make it easier through low taxes for all and breaking up monopolies. But state and local governments have to ensure basic needs, the foundations of wellbeing and opportunity for citizens. They have to change their constitutions to make police protect citizens not be law enforcers. If they government takes those steps then parents will be in a better situation to aid their children towards academic, political  and economic success. Still, it's up to individuals. The African American community needs to improve family relations. Parents are vital. As a whole the African American community must fight inner bigotry. We can't control any other race except our own. We have to also fight drug use and urban terrorism(Black on black). We need home ownership and entrepreneurship in a monopoly less economy.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.608,Worry,0.274
z232intzsuioy3cbr04t1aokgnbk4mwzk0su2q411vfybk0h00410,Rize Wey,1 month ago,1.51E+12,Trump is an asshole and proves it with every twit tweet and word vomit he spews from his disgusting mouth _�_�,10,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.472,Surprise,0.776
z22ygberjkegitm5m04t1aokgv2q3ui3gncalcwwwyg4rk0h00410,HConstantine,1 month ago,1.51E+12,There is one of the best Pizza shops in the US in Ferguson just about 100 feet from where the battle lines were. Faracci's,2,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.501,Happiness,0.344
z22fcn1xczinzpt5j04t1aokgqn0hiahtun3pc135kr1bk0h00410,ricomajestic,1 month ago,1.51E+12,It's the economy stupid! Why do you suppose Bill Clinton and Barack Obama won! In both cases the country was in a recession right before the election.,1,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.547,Anger,0.25
z232xnyyzpvhct51facdp43a4xzq0tkichni3kqqyr5w03c010c,the Mike,1 month ago,1.51E+12,the south lost and will never rise again,11,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.586,Sadness,0.235
z23uyfkb4vnlwxda504t1aokgu3p34ggjpv32zqrxvzbbk0h00410,Quinton Mejias,1 month ago,1.51E+12,TYT Reall news,3,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.409,Hate,0.232
z23oftzqfueuut1bb04t1aokg4nza0yzcx3o5tzpru3qbk0h00410,Hezekiah Ramirez,1 month ago,1.51E+12,"Jimmy Dore's racism is a concern too. He spent the election, even after Bernie lost, leveling sexist attacks on Clinton (including the Parkinson's disease thing, portraying her as physically weak, an old attack that has been used on every woman in power) but we all knew that. He may call himself a ""feminist"" but his actions show otherwise. But what not enough people talk about is that he knew about Bannon, all of Trump's racist statements and history, and his racist campaign promises and he still kept saying Hillary would be worse. Worse for whom, Jimmy? As a white male you likely don't see much of a difference in your daily life if any at all. What about the minorities who are now more afraid than ever to leave their houses? Some are members of my own family. Jimmy didn't care. He hates Clinton and that's enough. To hell with everyone else. Jimmy Dore is not just a conspiracy theorist (and Truther) but also someone for whom the concerns of women and minorities are secondary to his own hate campaign against the first woman who really had a chance to win the presidency. Just a coincidence, I'm sure, that no Democrat has ever triggered him like Hillary did, at least in public... Which counts. TYT constantly preaches racial and gender equality and yet they keep Jimmy Dore on the payroll. His fans may be intensely devoted and incredibly toxic but this needs to be said. Jimmy Dore is a hypocrite at best and racist and sexist by way of at least his actions indisputably. And then he says ""stop the identity politics,"" further demonstrating he doesn't care about women, minorities, gay and trans people, or anyone else whom he knew would likely be hurt by Trump's policies. Jimmy Dore is a problem. No two ways about it.",3,TRUE,1,,,,,,,/Negative/Boredom/,Negative,0.701,Boredom,0.242
,,,,,,,,z23oftzqfueuut1bb04t1aokg4nza0yzcx3o5tzpru3qbk0h00410.1503352225275199,Lil Rascal,1 month ago,1.51E+12,"Hezekiah Ramirez While I agree Jimmy won't see any real effects of such a right wing administration, let's not pretend Hillary was some saviour in a pantsuit. She was corrupt to her core, and a presidency of hers would have been nothing more than hollow progress. Hillary has never led on an issue. She only joins when it's popular, and even then she doesn't understand why it's the right thing to do. I'd much rather have a progressive male president than a corporatist female president, but a progressive female president would be great too. Jimmy's problem is that he's an example of how the far right and the far left are basically the same. His own show is nothing more than constantly defending Trump. It's disappointing, but I admire his principle",2,/Negative/Worry/,Negative,0.461,Worry,0.243
z222jfcxlsaoibzil04t1aokgcqwx4kjtqcaiummqdewrk0h00410,kingda117,1 month ago,1.51E+12,"Jimmy Dore, the fake progressive and Bernie backstabber. Why is he still at TYT?",3,TRUE,1,,,,,,,/Neutral/Surprise/,Neutral,0.492,Surprise,0.739
,,,,,,,,z222jfcxlsaoibzil04t1aokgcqwx4kjtqcaiummqdewrk0h00410.1503355500559084,First lady Princest Ivanka,1 month ago,1.51E+12,Friend of Cenk I guess.,0,/Negative/Anger/,Negative,0.399,Anger,0.241
z22sznbpqwy4cbbp404t1aokgawq2c4geqh2wvpfll3ibk0h00410,Adrenalized1099,1 month ago,1.51E+12,Jimmy dore the only commentator on tyt worth listening too,3,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.457,Empty tweets / Garbage / No sentiments,0.5
z225xn0b1njzshr2dacdp432pwagj1yebuxmrz1vjv1w03c010c,Lennonavait Raison,1 month ago,1.51E+12,Agreed Dem should stick Trump on Republicans.  Rep. are doing it with Pelosi and it worked so far .,3,FALSE,0,,,,,,,/Positive/Relief/,Positive,0.401,Relief,0.279
z230xvkowkyohcjtm2hd0tac0gnvxlex0m11xmhvxj00u00c2,CROM,1 month ago,1.51E+12,"You wanna see proof TYT is racist against whites? Search YouTube for ���Why Are Racist Diners Sharing Their Hate On Restaurant Receipts?��� In the first 10 seconds of the video they show an image ���Make America White Again.��� The picture is fake and long been debunked. Journalism at its finest. Also, the F oX News comments are fake too. Those comments came from a twitter feed, not from a website associated with anyone. That���s just one example of hundreds. TYT traded mortality for advertising dollars and that���s why they just admitted to taking 20 million from Hillary super pac donors. And the only reason you people forgive it is because you love this racist channel.",0,TRUE,2,,,,,,,/Negative/Hate/,Negative,0.489,Hate,0.253
,,,,,,,,z230xvkowkyohcjtm2hd0tac0gnvxlex0m11xmhvxj00u00c2.1503351223982098,Johnny T,1 month ago,1.51E+12,"CROM hi mate , I'm from England ,I don't need to look at anything my friend... just looking at this nutcase ,race baiting site  is enough !! All I can see is slander about American people and culture .. were a very tolerant nation in Britain just like yourselves .... but we ain't had this kind of race baiting bullshit !! It civil war drum beating!!",0,/Negative/Worry/,Negative,0.371,Worry,0.241
,,,,,,,,z230xvkowkyohcjtm2hd0tac0gnvxlex0m11xmhvxj00u00c2.1503365100246365,Mablak,1 month ago,1.51E+12,"There are tens, if not hundreds of actual racist and homophobic messages left on receipts, and this is a real issue. The Fox News comments; it's hard to find any specific comments on foxnewscomments.com, so I can't verify that. But it's incredibly easy to go to fox news and find comments *exactly like those*.There was a doctored image of women wearing 'make america white again T-shirts'; it's understandable that people didn't know this was photoshopped at the time. But more to the point, getting this one image wrong doesn't imply anything about being racist against whites, it simply means they weren't aware of a tiny factoid that appeared for a second in their video.",0,/Negative/Worry/,Negative,0.665,Worry,0.267
z22xwvspzpqns5oog04t1aokgiydx5hw4oxg0vdlxix4bk0h00410,KatchouroBlade,1 month ago,1.51E+12,"Jimmy Dore spitting out his truth - but calling Republicans waycist is FAKE NEWS !!!Blacks for Trump !Women for Trump !Hispanics for Trump !M-A-G-A",2,TRUE,3,,,,,,,/Neutral/Surprise/,Neutral,0.347,Surprise,0.712
,,,,,,,,z22xwvspzpqns5oog04t1aokgiydx5hw4oxg0vdlxix4bk0h00410.1503350794818860,Eric Price,1 month ago,1.51E+12,"This is America.  Just because there are a few confused Black, Woman and Hispanic people that would vote for trump there are 100,000 more that would never vote for him.  He had far less votes, even with all the gerrymandering... SAD.",8,/Negative/Hate/,Negative,0.531,Hate,0.234
,,,,,,,,z22xwvspzpqns5oog04t1aokgiydx5hw4oxg0vdlxix4bk0h00410.1503353000025140,josh concepcion,1 month ago,1.51E+12,KatchouroBlade .....no,0,/Negative/Sadness/,Negative,0.704,Sadness,0.254
,,,,,,,,z22xwvspzpqns5oog04t1aokgiydx5hw4oxg0vdlxix4bk0h00410.1503360708141108,Cadillac Kadafi N Kayla,1 month ago,1.51E+12,KatchouroBlade ur not black White troll,2,/Neutral/Surprise/,Neutral,0.578,Surprise,0.789
z22wilzjry3bth1t0acdp433gre5i4ewpqzrtmuzqqhw03c010c,Jaime Rojas,1 month ago,1.51E+12,"Trump: Destroys the world Trump supporters:""But..... Hillary's emails""",14,TRUE,1,,,,,,,/Negative/Worry/,Negative,0.398,Worry,0.246
,,,,,,,,z22wilzjry3bth1t0acdp433gre5i4ewpqzrtmuzqqhw03c010c.1503350755790462,Hezekiah Ramirez,1 month ago,1.51E+12,"At this point they should say what they really mean. ""But... Hillary's gender.""",2,/Negative/Worry/,Negative,0.418,Worry,0.232
z22muvaapqe3wdn5u04t1aokg4nidxyc4rrn132agzpsrk0h00410,snow76creek,1 month ago,1.51E+12,TYT fake news,3,TRUE,2,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.398,Empty tweets / Garbage / No sentiments,0.532
,,,,,,,,z22muvaapqe3wdn5u04t1aokg4nidxyc4rrn132agzpsrk0h00410.1503349250199860,ffairlane57,1 month ago,1.51E+12,bot. fail.,7,/Negative/Sadness/,Negative,0.663,Sadness,0.269
,,,,,,,,z22muvaapqe3wdn5u04t1aokg4nidxyc4rrn132agzpsrk0h00410.1503360814726346,Cadillac Kadafi N Kayla,1 month ago,1.51E+12,"I know, showing the actual video footage is fake, ur a short yellow bus riding retard",1,/Neutral/Surprise/,Neutral,0.634,Surprise,0.764
z23hg1axcp2esv2p104t1aokguvr3o4sjq5f3z2xdtjzbk0h00410,Lisa Simpson,1 month ago,1.51E+12,"I love that you said we knew who he was since his campaign started-damn straight-you're RIGHT!I wish I could up-vote this video a million times.",6,TRUE,2,,,,,,,/Positive/Love/,Positive,0.395,Love,0.353
,,,,,,,,z23hg1axcp2esv2p104t1aokguvr3o4sjq5f3z2xdtjzbk0h00410.1503350859722538,Hezekiah Ramirez,1 month ago,1.51E+12,...And yet he said literally dozens of times that he was better than Hillary. What does that say about him?,1,/Negative/Worry/,Negative,0.344,Worry,0.245
,,,,,,,,z23hg1axcp2esv2p104t1aokguvr3o4sjq5f3z2xdtjzbk0h00410.1503360956523054,realCevra,1 month ago,1.51E+12,"that he was better than Hillary he didn't say that, he said it was better for the u.s. that he gets elected rather than hillary, that doesn't make him better than her or her worse than him",1,/Negative/Hate/,Negative,0.458,Hate,0.265
z23mdtci5wese3j5p04t1aokgk5vlvfitvrguug01gxprk0h00410,acceptjesusorburn,1 month ago,1.51E+12,The Hillary campaign started the birther theory.,3,TRUE,7,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.369,Empty tweets / Garbage / No sentiments,0.588
,,,,,,,,z23mdtci5wese3j5p04t1aokgk5vlvfitvrguug01gxprk0h00410.1503348637248141,Lisa Simpson,1 month ago,1.51E+12,"Wrong.  That's been debunked so many times, liar.",5,/Negative/Worry/,Negative,0.446,Worry,0.234
,,,,,,,,z23mdtci5wese3j5p04t1aokgk5vlvfitvrguug01gxprk0h00410.1503348870230279,snow76creek,1 month ago,1.51E+12,Lisa Simpson Hillary said to bring minorities to heel.,1,/Neutral/Surprise/,Neutral,0.442,Surprise,0.557
,,,,,,,,z23mdtci5wese3j5p04t1aokgk5vlvfitvrguug01gxprk0h00410.1503349139296425,pogo575,1 month ago,1.51E+12,Hillary lost.. you won.  Now you get to accept responsibility like an adult.  Hillary isn't relevant so now your horse has everyones attention. Every time you try to deflect it proves you you made the wrong choice.,3,/Negative/Worry/,Negative,0.514,Worry,0.256
,,,,,,,,z23mdtci5wese3j5p04t1aokgk5vlvfitvrguug01gxprk0h00410.1503349516544781,acceptjesusorburn,1 month ago,1.51E+12,Lisa Simpson Debunked by fakenews?,0,/Negative/Hate/,Negative,0.384,Hate,0.245
,,,,,,,,z23mdtci5wese3j5p04t1aokgk5vlvfitvrguug01gxprk0h00410.1503349526271391,KatchouroBlade,1 month ago,1.51E+12,"I suppose 'Super Predator' and 'barriers on the Mexican border' have also been debunked by the Hillarybots.In that bitter primaries battle Hillary got her team to investigate Obongo's African roots and whether he was indeed born there, she is momma birther.  I've just read 'Blood Feud: The Clintons vs. The Obamas'  - damn those cats hate each other.  Must have taken everything Obongo had to hug that creepy old lady during the election.",0,/Negative/Hate/,Negative,0.557,Hate,0.269
,,,,,,,,z23mdtci5wese3j5p04t1aokgk5vlvfitvrguug01gxprk0h00410.1503360861236600,Cadillac Kadafi N Kayla,1 month ago,1.51E+12,That's been debunked inbred hick,4,/Neutral/Surprise/,Neutral,0.42,Surprise,0.948
,,,,,,,,z23mdtci5wese3j5p04t1aokgk5vlvfitvrguug01gxprk0h00410.1503361013026463,Cadillac Kadafi N Kayla,1 month ago,1.51E+12,"KatchouroBlade and trump trying to have the innocent central, park 5 executed was ok to? His father being in the KKK? Or him molesting a 13 year old girl,  but inbreds love pedophilia tho",1,/Positive/Love/,Positive,0.491,Love,0.356
z23oshezmprysrezx04t1aokgyfe52arc3z2gqckwrmkbk0h00410,Chunk Oooger,1 month ago,1.51E+12,"lolz when you have absolutely no skills, no talents and are highly unlikeable your only option in life is to become a leftwing smear merchant on noobtube",0,TRUE,1,,,,,,,/Negative/Sadness/,Negative,0.426,Sadness,0.24
,,,,,,,,z23oshezmprysrezx04t1aokgyfe52arc3z2gqckwrmkbk0h00410.1503349292840941,ffairlane57,1 month ago,1.51E+12,your a racist.,0,/Positive/Love/,Positive,0.563,Love,0.319
z23mdtci5wese3j5p04t1aokg25og0st4z01obht20cgbk0h00410,acceptjesusorburn,1 month ago,1.51E+12,Yup. Keep calling Trump and his supporters Nazis. Ensuring him yet another victory.,4,TRUE,1,,,,,,,/Neutral/Surprise/,Neutral,0.397,Surprise,0.59
,,,,,,,,z23mdtci5wese3j5p04t1aokg25og0st4z01obht20cgbk0h00410.1503365221108873,Mablak,1 month ago,1.51E+12,Looks like someone doesn't remember what happened to the Nazis.,1,/Negative/Worry/,Negative,0.661,Worry,0.303
z231jxy5wkqvz3yfwacdp43algryijt55kkibwy034pw03c010c,David Thomas,1 month ago,1.51E+12,"Oh wow, that ""you knew damn well I was a snake"" he wasn't talking about himself and the other clips they never showed his full response, granted he didn't make much more sense with the responses, but at least you knew more about where he was coming from.",1,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.506,Worry,0.236
z221dn44mmfjt3pfaacdp4301pbtpvagigfzfohvbnpw03c010c,Tom Saltsman,1 month ago,1.51E+12,"Come on, be fair! Let's not forget the huge fallout when Hillary Clinton referred to many of Trump's supporters as ""deplorable.""",1,TRUE,3,,,,,,,/Negative/Sadness/,Negative,0.4,Sadness,0.24
,,,,,,,,z221dn44mmfjt3pfaacdp4301pbtpvagigfzfohvbnpw03c010c.1503348194258602,zencat55,1 month ago,1.51E+12,deplorable is rude not racist,1,/Negative/Worry/,Negative,0.564,Worry,0.23
